,project_number,year_range,location_name,block_group,distance
260,[170 -02] 38791,2016-2020,On W 60th St From S Nagle Ave To S Narragansett Ave,170316403003,0.000162365773247096
261,[170 -02] 38791,2016-2020,On W 60th St From S Natchez Ave To S Nagle Ave,170316404001,0.09921623095197825
262,[170 -02] 38791,2016-2020,On W 60th St From S Normandy Ave To S Natoma Ave,170316404002,0.10230941655581804
263,[170 -02] 38791,2016-2020,On W 60th St From S Mulligan Ave To S Mobile Ave,170316403003,0.10826666600520071
264,[170 -02] 38791,2016-2020,On W 60th St From S Narragansett Ave To S Mulligan Ave,170316403003,0.10228285382777193
265,[170 -02] 38791,2016-2020,On W 60th St From S Natoma Ave To S Nashville Ave,170316404002,0.09963976317287601
266,[170 -02] 38791,2016-2020,On W 60th St From S Rutherford Ave To S Normandy Ave,170316404002,0.09924027884252337
267,[170 -02] 38791,2016-2020,6534-6600 W 60th St,170316404001,0.15702367596716857
268,[170 -02] 38791,2016-2020,6534-6600 W 60th St,170316404002,0.06340816834341678
269,[170 -02] 38792,2016-2020,On S Aberdeen St From W 105th St To W 104th Pl,170317307002,0.09733195908371153
270,[170 -02] 38792,2016-2020,On W 105th St From S Morgan St To S Sangamon St,170317307002,0.09954852317103437
271,[170 -02] 38792,2016-2020,On W 105th St From S Morgan St To S Sangamon St,170317307001,0.0009075810251072964
272,[170 -02] 38792,2016-2020,S Aberdeen St And W 103rd St,170317307002,0.001
273,[170 -02] 38792,2016-2020,On W 105th St From S Green St To S Halsted St,170317307001,0.10171413495839317
274,[170 -02] 38792,2016-2020,On W 105th St From S Green St To S Halsted St,170314911005,0.00415991176823619
275,[170 -02] 38792,2016-2020,On W 105th St From S Sangamon St To S Green St,170317307001,0.2001749061981753
276,[170 -02] 38794,2016-2020,On W 101st St From S Morgan St To S Green St,170317306003,0.30012274014489154
277,[170 -02] 38795,2016-2020,On S Calumet Ave From E 87th St To E 89th St,170314406001,0.40539794041365296
278,[170 -02] 38795,2016-2020,S Calumet Ave And E 89th St,170314406001,0.001
279,[170 -02] 38796,2016-2020,On E 102nd Pl From S State St To S Michigan Ave,170314907002,0.0011444143956876012
280,[170 -02] 38796,2016-2020,On E 102nd Pl From S State St To S Michigan Ave,170314908005,0.28753775171594326
281,[170 -02] 38796,2016-2020,On W 102nd St From S Perry Ave To S La Salle St,170314907002,0.09978015457116737
282,[170 -02] 38796,2016-2020,E 102nd St And S State St,170314907002,0.001
283,[170 -02] 38796,2016-2020,On S Perry Ave From W 101st St To W 102nd St,170314907002,0.20362074152831502
284,[170 -02] 38796,2016-2020,On W 102nd St From S Perry Ave To S Lafayette Ave,170314907002,0.09727089992256009
285,[170 -02] 38796,2016-2020,On W 99th St From S Wentworth Ave To S La Salle St,170314906001,0.04112692442267907
286,[170 -02] 38796,2016-2020,On W 99th St From S Wentworth Ave To S La Salle St,170314907001,0.06624948897984567
287,[170 -02] 38797,2016-2020,On N Keeler Ave From W Augusta Blvd To W Walton St,170318421006,0.0025729889375940445
288,[170 -02] 38797,2016-2020,On N Keeler Ave From W Augusta Blvd To W Walton St,170318421003,0.10176550882022382
289,[170 -02] 38797,2016-2020,On W Augusta Blvd From N Karlov Ave To N Keeler Ave,170318421006,0.20440040185952757
290,[170 -02] 38797,2016-2020,N Pulaski Rd And W Augusta Blvd,170318421006,0.001
291,[170 -02] 38797,2016-2020,On W Augusta Blvd From N Pulaski Rd To N Karlov Ave,170318421006,0.20367195925002082
292,[170 -02] 38798,2016-2020,On S Western Ave From W 116th St To W 118th St,170317504002,0.4197786227175643
293,[170 -02] 38798,2016-2020,On W 116th St From S Campbell Ave To S Maplewood Ave,170317504002,0.10067399631939675
294,[170 -02] 38798,2016-2020,On W 116th St From S Campbell Ave To S Maplewood Ave,170317504003,0.001722765131509108
295,[170 -02] 38798,2016-2020,On W 118th St From S Artesian Ave To S Maplewood Ave,170317504002,0.20229632540667905
296,[170 -02] 38798,2016-2020,On W 118th St From S Artesian Ave To S Maplewood Ave,170317504003,0.0008681093943986481
297,[170 -02] 38798,2016-2020,On W 116th St From S Artesian Ave To S Campbell Ave,170317504002,0.10192275031284552
298,[170 -02] 38798,2016-2020,On W 116th St From S Western Ave To S Artesian Ave,170317505002,0.005965314077490897
299,[170 -02] 38798,2016-2020,On W 116th St From S Western Ave To S Artesian Ave,170317504002,0.10266690369951104
300,[170 -02] 38798,2016-2020,On W 118th St From S Western Ave To S Artesian Ave,170317505002,0.004969885433098078
301,[170 -02] 38798,2016-2020,On W 118th St From S Western Ave To S Artesian Ave,170317504002,0.10455394699065153
302,[170 -02] 38799,2016-2020,On E 96th St From S Luella Ave To S Brennan Ave,170315103001,0.08366490800395393
303,[170 -02] 38799,2016-2020,On E 97th St From S Crandon Ave To S Luella Ave,170315103001,0.18039297781770966
304,[170 -02] 38799,2016-2020,On E 97th St From S Crandon Ave To S Luella Ave,170315103004,0.0009265525438121897
305,[170 -02] 38799,2016-2020,On E 98th St From S Oglesby Ave To S Crandon Ave,170315103001,0.0783362587196586
306,[170 -02] 38799,2016-2020,On S Oglesby Ave From E 98th St To E 99th St,170315103001,0.08539204703749116
307,[170 -02] 38799,2016-2020,On S Oglesby Ave From E 98th St To E 99th St,170315103004,0.0015529051174954082
308,[170 -02] 38799,2016-2020,On E 96th St From S Luella Ave To S Merrion Ave,170315103001,0.08348282637415591
309,[170 -02] 38799,2016-2020,On E 96th St From S Luella Ave To S Merrion Ave,170315103002,0.0008588389371031467
310,[170 -02] 38799,2016-2020,On E 97th St From S Oglesby Ave To S Crandon Ave,170315103001,0.07119675973589228
311,[170 -02] 38799,2016-2020,On S Luella Ave From E 97th St To E 96th St,170315103004,0.001659485317093668
312,[170 -02] 38799,2016-2020,On S Luella Ave From E 97th St To E 96th St,170315103001,0.3209793200427875
313,[170 -02] 38799,2016-2020,S Oglesby Ave And E 99th St,170315103004,0.001
314,[170 -02] 38801,2016-2020,On N Kimball Ave From W Peterson Ave To W Granville Ave,170311301003,0.038102049349854665
315,[170 -02] 38801,2016-2020,On W Granville Ave From N Ridgeway Ave To N Monticello Ave,170311301001,0.2050531956414239
316,[170 -02] 38801,2016-2020,On N Lawndale Ave From W Peterson Ave To W Granville Ave,170311301002,0.39196933835622666
317,[170 -02] 38803,2016-2020,On S Leavitt St From W 101st St To W 102nd St,170317203003,0.2041784175887853
318,[170 -02] 38803,2016-2020,On W 101st St From S Hoyne Ave To S Bell Ave,170317203003,0.33503057462838537
319,[170 -02] 38803,2016-2020,S Seeley Ave And W 101st Pl,170317203003,0.001
320,[170 -02] 38803,2016-2020,On W 101st St From S Damen Ave To S Hoyne Ave,170317203001,0.19987612995579593
321,[170 -02] 38803,2016-2020,On W 101st St From S Damen Ave To S Hoyne Ave,170317203003,0.00024474315767375877
322,[170 -02] 38803,2016-2020,S Damen Ave And W 100th St,170317203001,0.001
323,[170 -02] 38818,2016-2020,E 95th St And S Cottage Grove Ave,170314905001,0.001
324,[170 -02] 38832,2016-2020,On E 75th St From S Langley Ave To S Cottage Grove Ave,170316914001,0.20338185451554383
325,[170 -02] 38832,2016-2020,On S Evans Ave From E 74th St To E 75th St,170316909002,0.2008804013439771
326,[170 -02] 38832,2016-2020,On S Evans Ave From E 74th St To E 75th St,170316914001,0.0018689774999220933
327,[170 -02] 38832,2016-2020,On E 75th St From S Rhodes Ave To S Champlain Ave,170316914004,0.20219314526914556
328,[170 -02] 38880,2016-2020,On E 96th St From S Avalon Ave To S Woodlawn Ave,170315001001,0.1034249971177128
329,[170 -02] 38880,2016-2020,On S Avalon Ave From E 97th St To E 96th St,170315001002,0.013483327860856155
330,[170 -02] 38880,2016-2020,On S Avalon Ave From E 97th St To E 96th St,170315001001,0.17560544573941606
331,[170 -02] 38880,2016-2020,On E 97th St From S Dobson Ave To S Avalon Ave,170315001002,0.25379620251090934
332,[170 -02] 38880,2016-2020,On E 97th St From S Dobson Ave To S Avalon Ave,170315001001,0.14878392513411579
333,[170 -02] 38880,2016-2020,On S Woodlawn Ave From E 97th St To E 96th St,170315001001,0.16797596784370245
334,[170 -02] 38881,2016-2020,On E 92nd St From S Anthony Ave To S Essex Ave,170314805003,0.372824273878995
335,[170 -02] 38881,2016-2020,On E 92nd St From S Anthony Ave To S Essex Ave,170314805001,0.2044559125538873
336,[170 -02] 38881,2016-2020,On E 92nd St From S Saginaw Ave To S Colfax Ave,170314805003,0.11288870624722684
337,[170 -02] 38881,2016-2020,On E 92nd St From S Saginaw Ave To S Colfax Ave,170314805001,0.001005057175385696
338,[170 -02] 38883,2016-2020,2400-2500 E 95th St,170315102001,0.2534903060861686
339,[170 -02] 38883,2016-2020,2400-2500 E 95th St,170314805002,0.312419004752392
340,[170 -02] 38884,2016-2020,On E 80th St From S Jeffery Blvd To S Chappel Ave,170314605007,0.10246353884387308
341,[170 -02] 38884,2016-2020,On E 82nd St From S Chappel Ave To S Euclid Ave,170314605005,0.20040472731690176
342,[170 -02] 38884,2016-2020,On S Jeffery Blvd From E 79th St To E 80th St,170314312001,0.00021279997598078778
343,[170 -02] 38884,2016-2020,On S Jeffery Blvd From E 79th St To E 80th St,170314605007,0.2016118009739881
344,[170 -02] 38884,2016-2020,On E 80th St From S Jeffery Blvd To S Euclid Ave,170314605007,0.0996449457635122
345,[170 -02] 38884,2016-2020,On E 82nd St From S Euclid Ave To S South Chicago Ave,170314605005,0.08073481181850345
346,[170 -02] 38884,2016-2020,On S Merrill Ave From E 81st St To E 82nd St,170314605005,0.2000437221142789
347,[170 -02] 38884,2016-2020,On S Merrill Ave From E 81st St To E 82nd St,170314605004,0.0007932598521778796
348,[170 -02] 38889,2016-2020,On E 92nd Pl From S St Lawrence Ave To S Cottage Grove Ave,170314409002,0.40160831666949376
349,[170 -02] 38889,2016-2020,On E 92nd Pl From S St Lawrence Ave To S Cottage Grove Ave,170314408002,0.007235460665666689
350,[170 -02] 38889,2016-2020,On S St Lawrence Ave From E 92nd Pl To E 91st Pl,170314409002,0.2019087535239033
351,[170 -02] 38889,2016-2020,On E 92nd St From S Eberhart Ave To S St Lawrence Ave,170314409003,0.2018161984710433
352,[170 -02] 38889,2016-2020,On E 92nd St From S Eberhart Ave To S St Lawrence Ave,170314409002,0.0016691150018250658
353,[170 -02] 38890,2016-2020,On N Hiawatha Ave From N Forest Glen Ave To N Kilpatrick Ave,170311203005,0.0005435824859965707
354,[170 -02] 38890,2016-2020,On N Hiawatha Ave From N Forest Glen Ave To N Kilpatrick Ave,170311203006,0.3031638442761084
355,[170 -02] 38890,2016-2020,On W Peterson Ave From N Kilbourn Ave To N Forest Glen Ave,170311203005,0.06182079538790909
356,[170 -02] 38890,2016-2020,On W Peterson Ave From N Kilbourn Ave To N Forest Glen Ave,170311203004,0.0773805749886038
357,[170 -02] 38891,2016-2020,On N Leoti Ave From N Spokane Ave To N Le Mai Ave,170311202002,0.30369543609717875
358,[170 -02] 38891,2016-2020,On N Leoti Ave From N Spokane Ave To N Le Mai Ave,170311202003,0.0005806581851419387
359,[170 -02] 38893,2016-2020,On N Drake Ave From W Huron St To W Chicago Ave,170312315004,0.20103613141387755
360,[170 -02] 38893,2016-2020,On N Drake Ave From W Huron St To W Chicago Ave,170312311001,0.003057818876016501
361,[170 -02] 38893,2016-2020,On W Augusta Blvd From N Trumbull Ave To N Drake Ave,170318366002,0.09944080910773825
362,[170 -02] 38893,2016-2020,On W Augusta Blvd From N Trumbull Ave To N Drake Ave,170312311001,0.10145679244293215
363,[170 -02] 38894,2016-2020,On S Bishop St From W 85th St To W 86th St,170317111002,0.20261825485022647
364,[170 -02] 38894,2016-2020,On W 86th St From S Bishop St To S Justine St,170317111002,0.10064215062042087
365,[170 -02] 38894,2016-2020,On W 86th St From S Bishop St To S Justine St,170317111003,0.10249008283653419
366,[170 -02] 38894,2016-2020,On W 86th St From S Racine Ave To S Throop St,170317111002,0.20208767449631165
367,[170 -02] 38894,2016-2020,On S Racine Ave From W 85th St To W 86th St,170317111001,0.20143339353916387
368,[170 -02] 38894,2016-2020,On S Racine Ave From W 85th St To W 86th St,170317111002,0.0010988161410691922
369,[170 -02] 38894,2016-2020,On W 86th St From S Bishop St To S Loomis Blvd,170317111002,0.09976735628540531
370,[170 -02] 39030,2016-2020,N Cicero Ave And W Lawrence Ave,170311204003,0.001
371,[170 -02] 39054,2016-2020,W Bryn Mawr Ave And N Campbell Ave,170310208011,0.001
372,[170 -02] 39054,2016-2020,N Rockwell St And W Catalpa Ave,170310402021,0.001
373,[170 -02] 39054,2016-2020,W Hollywood Ave And N Rockwell St,170310208011,0.001
374,[170 -02] 39344,2016-2020,6858-7044 N Octavia Ave,170310902002,0.03083735031442475
375,[170 -02] 39344,2016-2020,6858-7044 N Octavia Ave,170310902001,0.2723854032398313
376,[170 -02] 39344,2016-2020,On N Odell Ave From W Ibsen St To W Estes Ave,170310902001,0.37962659540282356
377,[170 -02] 39462,2016-2020,On W Diversey Pkwy From N Sheffield Ave To N Seminary Ave,170310630002,0.0012454713758507426
378,[170 -02] 39462,2016-2020,On W Diversey Pkwy From N Sheffield Ave To N Seminary Ave,170310629002,0.20015270723044445
379,[170 -02] 39462,2016-2020,N Kenmore Ave And W Diversey Pkwy,170310629002,0.001
380,[170 -02] 39464,2016-2020,On E 72nd St From S Phillips Ave To S Exchange Ave,170314307002,0.0508906085093265
381,[170 -02] 39464,2016-2020,On S Kingston Ave From E 74th St To E 75th St,170314313021,0.20620941182939193
382,[170 -02] 39464,2016-2020,On S Colfax Ave From E 74th St To E 75th St,170314313021,0.2133024309744636
383,[170 -02] 39499,2016-2020,On S Perry Ave From W 112th Pl To W 114th St,170314913001,0.1014506433535537
384,[170 -02] 39499,2016-2020,On S Perry Ave From W 112th Pl To W 114th St,170314913002,0.20165435197409123
385,[170 -02] 39499,2016-2020,On W 112th Pl From S Perry Ave To S State St,170314913001,0.22564322982286203
386,[170 -02] 39499,2016-2020,On S State St From W 112th St To W 111th St,170314913001,0.20108187727624088
387,[170 -02] 39499,2016-2020,On W 113th Pl From S Wentworth Ave To S Perry Ave,170314913003,0.0008657137787711574
388,[170 -02] 39499,2016-2020,On W 113th Pl From S Wentworth Ave To S Perry Ave,170314913002,0.17270664543631542
389,[170 -02] 39559,2016-2020,On N Bernard St From W Belmont Ave To W Barry Ave,170318311001,0.0007037557909755912
390,[170 -02] 39559,2016-2020,On N Bernard St From W Belmont Ave To W Barry Ave,170312106013,0.19942730826120483
391,[170 -02] 39560,2016-2020,On S Avenue E From E 104th St To E 105th St,170315204001,0.20426597609024472
392,[170 -02] 39561,2016-2020,On E 96th St From S Houston Ave To S Marquette Ave,170315101001,0.5724005123506202
393,[170 -02] 39561,2016-2020,On E 96th St From S Houston Ave To S Marquette Ave,170315102001,0.11679384705946468
394,[170 -02] 39562,2016-2020,On S Peoria St From W 128th Pl To W Vermont St,170315305031,0.10437718318504344
395,[170 -02] 39562,2016-2020,On W 128th Pl From S Halsted St To S Emerald Ave,170315305031,0.09547245543941026
396,[170 -02] 39562,2016-2020,On W Vermont St From S Sangamon St To S Morgan St,170315305031,0.10437218090229192
397,[170 -02] 39562,2016-2020,On W 128th Pl From S Emerald Ave To S Lowe Ave,170315305031,0.19749385520730717
398,[170 -02] 39562,2016-2020,On W 128th Pl From S Lowe Ave To S Wallace St,170315305031,0.0997367484290943
399,[170 -02] 39563,2016-2020,On S Homan Ave From W 53rd Pl To W 54th Pl,170316303002,0.202433858021621
400,[170 -02] 39563,2016-2020,On W 54th St From S Spaulding Ave To S Christiana Ave,170316303002,0.09980379181350847
401,[170 -02] 39563,2016-2020,On W 54th St From S Homan Ave To S St Louis Ave,170316303002,0.20525636373446995
402,[170 -02] 39564,2016-2020,On E 80th St From S Eberhart Ave To S Rhodes Ave,170314402014,0.0013723088660394138
403,[170 -02] 39564,2016-2020,On E 80th St From S Eberhart Ave To S Rhodes Ave,170314402012,0.09920447839249415
404,[170 -02] 39564,2016-2020,On E 80th St From S Rhodes Ave To S St Lawrence Ave,170314402012,0.10138752351890533
405,[170 -02] 39564,2016-2020,On E 80th St From S Evans Ave To S Champlain Ave,170314402011,0.19948768762669683
406,[170 -02] 39564,2016-2020,On E 80th St From S Vernon Ave To S Eberhart Ave,170314402014,0.09864202750886818
407,[170 -02] 39567,2016-2020,On N Northwest Hwy From N Oshkosh Ave To N Ozark Ave,170310902004,0.30376123952003514
408,[170 -02] 39567,2016-2020,On N Ozark Ave From N Northwest Hwy To N Olmsted Ave,170310902004,0.1253303142279156
409,[170 -02] 39567,2016-2020,On N Olympia Ave From N Oketo Ave To N Northwest Hwy,170310902002,0.005988047612801943
410,[170 -02] 39567,2016-2020,On N Olympia Ave From N Oketo Ave To N Northwest Hwy,170310902003,0.3460381774878119
411,[170 -02] 39568,2016-2020,On S Normal Ave From W 35th St To W Pershing Rd,170318400001,0.003132916040806745
412,[170 -02] 39568,2016-2020,On S Normal Ave From W 35th St To W Pershing Rd,170318400002,0.8029709932751538
413,[170 -02] 39568,2016-2020,On W 37th St From S Parnell Ave To S Normal Ave,170318399003,0.00015967992678990285
414,[170 -02] 39568,2016-2020,On W 37th St From S Parnell Ave To S Normal Ave,170318400002,0.10119280261509447
415,[170 -02] 39569,2016-2020,On S Central Park Ave From W 86th St To W 87th St,170317004022,0.19632310158105554
416,[170 -02] 39569,2016-2020,On W 86th Pl From S Lawndale Ave To S Central Park Ave,170317004022,0.18149357133534758
417,[170 -02] 39569,2016-2020,On S Lawndale Ave From W 86th St To W 85th St,170317004022,0.20319748569747217
418,[170 -02] 39575,2016-2020,W Lawrence Ave And N Cicero Ave,170311204003,0.001
419,[170 -02] 39680,2016-2020,On N Monitor Ave From N Indian Rd To W Peterson Ave,170311101005,0.20505529339834408
420,[170 -02] 39680,2016-2020,On N Monitor Ave From N Indian Rd To W Peterson Ave,170311101004,0.0002446695124680678
421,[170 -02] 39680,2016-2020,On W Peterson Ave From N Monitor Ave To N Austin Ave,170311101004,0.3019531829065582
422,[170 -02] 39680,2016-2020,On W Peterson Ave From N Monitor Ave To N Austin Ave,170311001002,0.0026133082866991652
423,[170 -02] 39681,2016-2020,On E 61st St From S Langley Ave To S Rhodes Ave,170314205001,0.19878354104939552
424,[170 -02] 39681,2016-2020,On E 61st St From S Langley Ave To S Rhodes Ave,170314206002,0.0987125068941112
425,[170 -02] 39704,2016-2020,On S Kolmar Ave From W 68th St To W Marquette Rd,170316505003,0.19721268460808608
426,[170 -02] 39704,2016-2020,On W 68th St From S Kilbourn Ave To S Kolmar Ave,170316505003,0.08515769652168789
