,all_locations,location_object,lat_long,quality,api_address
3716,W 65th St And S Whipple St,"<[OK] Bing - Geocode [W 65th St & S Whipple St, Chicago, IL 60629]>","[41.7753864, -87.6993968]",RoadIntersection,"W 65th St & S Whipple St, Chicago, IL 60629"
3717,W 66th St And S Bell Ave,"<[OK] Bing - Geocode [W 66th St & S Bell Ave, Chicago, IL 60636]>","[41.773824, -87.67974]",RoadIntersection,"W 66th St & S Bell Ave, Chicago, IL 60636"
3718,W 81st St And S Throop St,"<[OK] Bing - Geocode [W 81st St & S Throop St, Chicago, IL 60620]>","[41.746795, -87.656049]",RoadIntersection,"W 81st St & S Throop St, Chicago, IL 60620"
3719,W 93rd St And S Lafayette Ave,"<[OK] Bing - Geocode [W 93rd St & S Lafayette Ave, Chicago, IL 60620]>","[41.725353, -87.625168]",RoadIntersection,"W 93rd St & S Lafayette Ave, Chicago, IL 60620"
3720,W Balmoral Ave And N Nagle Ave,"<[OK] Bing - Geocode [W Balmoral Ave & N Nagle Ave, Chicago, IL 60630]>","[41.9792696, -87.7878162]",RoadIntersection,"W Balmoral Ave & N Nagle Ave, Chicago, IL 60630"
3721,200 E 109th St,"<[OK] Bing - Geocode [200 E 109th St, Chicago, IL 60628]>","[41.6940017, -87.5993933]",Address,"200 E 109th St, Chicago, IL 60628"
3722,5458 S Hoyne Ave,"<[OK] Bing - Geocode [5458 S Hoyne Ave, Chicago, IL 60609]>","[41.79588518973424, -87.67685656208864]",Address,"5458 S Hoyne Ave, Chicago, IL 60609"
3723,1640 W 100th Pl,"<[OK] Bing - Geocode [1640 W 100th Pl, Chicago, IL 60643]>","[41.71146, -87.664273]",Address,"1640 W 100th Pl, Chicago, IL 60643"
3724,1620 W 102nd St,"<[OK] Bing - Geocode [1620 W 102nd St, Chicago, IL 60643]>","[41.708488, -87.6632]",Address,"1620 W 102nd St, Chicago, IL 60643"
3725,1532 W 66th St,"<[OK] Bing - Geocode [1532 W 66th St, Chicago, IL 60636]>","[41.77407414599813, -87.66323174144371]",Address,"1532 W 66th St, Chicago, IL 60636"
3726,5350 W Harrison St,"<[OK] Bing - Geocode [5350 W Harrison St, Chicago, IL 60644]>","[41.872965793572796, -87.7581889800831]",Address,"5350 W Harrison St, Chicago, IL 60644"
3727,W 60th St And S Hale Ave,"<[OK] Bing - Geocode [W 60th St, Chicago, IL 60638]>","[41.7835276500084, -87.7637490000007]",RoadBlock,"W 60th St, Chicago, IL 60638"
3728,W 25th Pl And S Avers Ave,"<[OK] Bing - Geocode [W 25th St & S Avers Ave, Chicago, IL 60623]>","[41.846139, -87.720924]",RoadIntersection,"W 25th St & S Avers Ave, Chicago, IL 60623"
3729,W Kamerling Ave And N Karlov Ave,"<[OK] Bing - Geocode [W Kamerling Ave & N Karlov Ave, Chicago, IL 60651]>","[41.9053448, -87.728837]",RoadIntersection,"W Kamerling Ave & N Karlov Ave, Chicago, IL 60651"
3730,W 18th St And S Damen Ave,"<[OK] Bing - Geocode [W 18th St & S Damen Ave, Chicago, IL 60608]>","[41.857722, -87.676019]",RoadIntersection,"W 18th St & S Damen Ave, Chicago, IL 60608"
3731,E 73rd St And S Bennett Ave,"<[OK] Bing - Geocode [E 73rd St & S Bennett Ave, Chicago, IL 60649]>","[41.762503, -87.579262]",RoadIntersection,"E 73rd St & S Bennett Ave, Chicago, IL 60649"
3732,N Hoyne Ave And W Cortez St,"<[OK] Bing - Geocode [N Hoyne Ave & W Cortez St, Chicago, IL 60622]>","[41.9004216, -87.6796149]",RoadIntersection,"N Hoyne Ave & W Cortez St, Chicago, IL 60622"
3733,N Laporte Ave And W Wilson Ave,"<[OK] Bing - Geocode [N Laporte Ave & W Wilson Ave, Chicago, IL 60630]>","[41.9643421, -87.7513273]",RoadIntersection,"N Laporte Ave & W Wilson Ave, Chicago, IL 60630"
3734,N Lowell Ave And W Fullerton Ave,"<[OK] Bing - Geocode [N Lowell Ave & W Fullerton Ave, Chicago, IL 60639]>","[41.924349, -87.73533]",RoadIntersection,"N Lowell Ave & W Fullerton Ave, Chicago, IL 60639"
3735,N Oakley Ave And W Belden Ave,"<[OK] Bing - Geocode [N Oakley Ave & W Belden Ave, Chicago, IL 60647]>","[41.923406, -87.685134]",RoadIntersection,"N Oakley Ave & W Belden Ave, Chicago, IL 60647"
3736,N Parkside Ave And W Palmer St,"<[OK] Bing - Geocode [N Parkside Ave & W Palmer St, Chicago, IL 60639]>","[41.920304, -87.767055]",RoadIntersection,"N Parkside Ave & W Palmer St, Chicago, IL 60639"
3737,E 116th St And S Front Ave,<[ERROR - No results found] Bing - Geocode [empty]>,,,
3738,S Throop St And W 82nd St,"<[OK] Bing - Geocode [S Throop St & W 82nd St, Chicago, IL 60620]>","[41.744993, -87.656028]",RoadIntersection,"S Throop St & W 82nd St, Chicago, IL 60620"
3739,S La Salle St And W 117th St,"<[OK] Bing - Geocode [S La Salle St & W 117th St, Chicago, IL 60628]>","[41.681614, -87.626406]",RoadIntersection,"S La Salle St & W 117th St, Chicago, IL 60628"
3740,S Lockwood Ave And W Harrison St,"<[OK] Bing - Geocode [S Lockwood Ave & W Harrison St, Chicago, IL 60644]>","[41.8729297, -87.7574222]",RoadIntersection,"S Lockwood Ave & W Harrison St, Chicago, IL 60644"
3741,S Muskegon Ave And E 131st St,"<[OK] Bing - Geocode [S Muskegon Ave & E 131st St, Chicago, IL 60633]>","[41.657366, -87.554433]",RoadIntersection,"S Muskegon Ave & E 131st St, Chicago, IL 60633"
3742,S Normal Ave And W 45th Pl,"<[OK] Bing - Geocode [S Normal Ave & W 45th Pl, Chicago, IL 60609]>","[41.8117629, -87.6383188]",RoadIntersection,"S Normal Ave & W 45th Pl, Chicago, IL 60609"
3743,S Peoria St And W 118th St,"<[OK] Bing - Geocode [S Peoria St & W 118th St, Chicago, IL 60643]>","[41.679587, -87.644413]",RoadIntersection,"S Peoria St & W 118th St, Chicago, IL 60643"
3744,S Prospect Ave And W Beverly Glen Pkwy,"<[OK] Bing - Geocode [S Prospect Ave & W Beverly Glen Pkwy, Chicago, IL 60643]>","[41.712911, -87.662997]",RoadIntersection,"S Prospect Ave & W Beverly Glen Pkwy, Chicago, IL 60643"
3745,S Ridgeland Ave And S South Chicago Ave,"<[OK] Bing - Geocode [S Ridgeland Ave & S South Chicago Ave, Chicago, IL 60617]>","[41.7487191, -87.5817103]",RoadIntersection,"S Ridgeland Ave & S South Chicago Ave, Chicago, IL 60617"
3746,S Emerald Ave And W 38th St,"<[OK] Bing - Geocode [S Emerald Ave & W 38th St, Chicago, IL 60609]>","[41.825328, -87.644753]",RoadIntersection,"S Emerald Ave & W 38th St, Chicago, IL 60609"
3747,W Adams St And S Menard Ave,"<[OK] Bing - Geocode [Chicago, IL]>","[41.88322830200195, -87.63240051269531]",PopulatedPlace,"Chicago, IL"
3748,W 87th St And S Wallace St,"<[OK] Bing - Geocode [W 87th St & S Wallace St, Chicago, IL 60620]>","[41.735892, -87.63875]",RoadIntersection,"W 87th St & S Wallace St, Chicago, IL 60620"
3749,W 68th St And S Bell Ave,"<[OK] Bing - Geocode [W 68th St & S Bell Ave, Chicago, IL 60636]>","[41.770199, -87.679642]",RoadIntersection,"W 68th St & S Bell Ave, Chicago, IL 60636"
3750,W 46th Pl And S Normal Ave,"<[OK] Bing - Geocode [W 46th Pl & S Normal Ave, Chicago, IL 60609]>","[41.809946, -87.638244]",RoadIntersection,"W 46th Pl & S Normal Ave, Chicago, IL 60609"
3751,W 64th St And S Major Ave,"<[OK] Bing - Geocode [W 64th St & S Major Ave, Chicago, IL 60638]>","[41.776207, -87.76409]",RoadIntersection,"W 64th St & S Major Ave, Chicago, IL 60638"
3752,W Balmoral Ave And N Nashville Ave,"<[OK] Bing - Geocode [W Balmoral Ave & N Nashville Ave, Chicago, IL 60656]>","[41.9792439, -87.7914419]",RoadIntersection,"W Balmoral Ave & N Nashville Ave, Chicago, IL 60656"
3753,W Hirsch St And N Kedvale Ave,"<[OK] Bing - Geocode [W Hirsch St, Chicago, IL 60651]>","[41.9061686504624, -87.7353025000223]",RoadBlock,"W Hirsch St, Chicago, IL 60651"
3754,5630 N Parkside Ave,"<[OK] Bing - Geocode [5630 N Parkside Ave, Chicago, IL 60646]>","[41.983887, -87.769884]",Address,"5630 N Parkside Ave, Chicago, IL 60646"
3755,5160 S Indiana Ave,"<[OK] Bing - Geocode [5160 S Indiana Ave, Chicago, IL 60615]>","[41.8001721, -87.6214527]",Address,"5160 S Indiana Ave, Chicago, IL 60615"
3756,1800 W 100th St,"<[OK] Bing - Geocode [1800 W 100th St, Chicago, IL 60643]>","[41.71210296379107, -87.66742538873078]",Address,"1800 W 100th St, Chicago, IL 60643"
3757,1860 W 115th St,"<[OK] Bing - Geocode [1860 W 115th St, Chicago, IL 60643]>","[41.68474535021079, -87.66756870340461]",Address,"1860 W 115th St, Chicago, IL 60643"
3758,720 W 87th St,"<[OK] Bing - Geocode [720 W 87th St, Chicago, IL 60620]>","[41.736556, -87.642044]",Address,"720 W 87th St, Chicago, IL 60620"
3759,W Palmer St And N Mango Ave,"<[OK] Bing - Geocode [W Palmer St & N Mango Ave, Chicago, IL 60639]>","[41.920297, -87.769484]",RoadIntersection,"W Palmer St & N Mango Ave, Chicago, IL 60639"
3760,W 18th St And S Leavitt St,"<[OK] Bing - Geocode [W 18th St & S Leavitt St, Chicago, IL 60608]>","[41.857635, -87.6808965]",RoadIntersection,"W 18th St & S Leavitt St, Chicago, IL 60608"
3761,W 117th St And S Peoria St,"<[OK] Bing - Geocode [W 117th St & S Peoria St, Chicago, IL 60643]>","[41.681426, -87.6444688]",RoadIntersection,"W 117th St & S Peoria St, Chicago, IL 60643"
3762,S Wentworth Ave And W 94th St,"<[OK] Bing - Geocode [S Wentworth Ave & W 94th St, Chicago, IL 60620]>","[41.723567, -87.628676]",RoadIntersection,"S Wentworth Ave & W 94th St, Chicago, IL 60620"
3763,E 117th St And S Calumet Ave,"<[OK] Bing - Geocode [E 117th St & S Calumet Ave, Chicago, IL 60628]>","[41.6813869, -87.6147081]",RoadIntersection,"E 117th St & S Calumet Ave, Chicago, IL 60628"
3764,E 75th St And S Eberhart Ave,"<[OK] Bing - Geocode [E 75th St & S Eberhart Ave, Chicago, IL 60619]>","[41.758433, -87.612699]",RoadIntersection,"E 75th St & S Eberhart Ave, Chicago, IL 60619"
3765,N Hamlin Ave And W Granville Ave,"<[OK] Bing - Geocode [N Hamlin Ave & W Granville Ave, Chicago, IL 60659]>","[41.9937259, -87.7239132]",RoadIntersection,"N Hamlin Ave & W Granville Ave, Chicago, IL 60659"
3766,N Lawndale Ave And W Cullom Ave,"<[OK] Bing - Geocode [N Lawndale Ave & W Cullom Ave, Chicago, IL 60618]>","[41.9592111, -87.7204265]",RoadIntersection,"N Lawndale Ave & W Cullom Ave, Chicago, IL 60618"
3767,N Neenah Ave And W Higgins Ave,"<[OK] Bing - Geocode [N Neenah Ave & W Higgins Ave, Chicago, IL 60656]>","[41.977029, -87.79028]",RoadIntersection,"N Neenah Ave & W Higgins Ave, Chicago, IL 60656"
3768,N Oriole Ave And W Irving Park Rd,"<[OK] Bing - Geocode [N Oriole Ave & W Irving Park Rd, Chicago, IL 60634]>","[41.95254, -87.817043]",RoadIntersection,"N Oriole Ave & W Irving Park Rd, Chicago, IL 60634"
3769,S Knox Ave And W 62nd St,"<[OK] Bing - Geocode [S Knox Ave & W 62nd St, Chicago, IL 60629]>","[41.7802989, -87.738679]",RoadIntersection,"S Knox Ave & W 62nd St, Chicago, IL 60629"
3770,S Lowe Ave And W 87th St,"<[OK] Bing - Geocode [S Lowe Ave & W 87th St, Chicago, IL 60620]>","[41.736145, -87.639983]",RoadIntersection,"S Lowe Ave & W 87th St, Chicago, IL 60620"
3771,S Muskegon Ave And E 79th St,"<[OK] Bing - Geocode [S Muskegon Ave & E 79th St, Chicago, IL 60617]>","[41.751872, -87.555325]",RoadIntersection,"S Muskegon Ave & E 79th St, Chicago, IL 60617"
3772,S Normal Ave And W 87th St,"<[OK] Bing - Geocode [S Normal Ave & W 87th St, Chicago, IL 60620]>","[41.735899, -87.636325]",RoadIntersection,"S Normal Ave & W 87th St, Chicago, IL 60620"
3773,S Perry Ave And W 115th St,"<[OK] Bing - Geocode [S Perry Ave & W 115th St, Chicago, IL 60628]>","[41.685288, -87.625348]",RoadIntersection,"S Perry Ave & W 115th St, Chicago, IL 60628"
3774,S Prospect Ave And W 102nd St,"<[OK] Bing - Geocode [S Prospect Ave & W 102nd St, Chicago, IL 60643]>","[41.708281, -87.66225]",RoadIntersection,"S Prospect Ave & W 102nd St, Chicago, IL 60643"
3775,S Ridgeway Ave And W Pippin St,"<[OK] Bing - Geocode [S Ridgeway Ave & W Pippin St, Chicago, IL 60652]>","[41.7536129, -87.7162912]",RoadIntersection,"S Ridgeway Ave & W Pippin St, Chicago, IL 60652"
3776,S Damen Ave And W 17th St,"<[OK] Bing - Geocode [S Damen Ave & W 17th St, Chicago, IL 60608]>","[41.858627, -87.676048]",RoadIntersection,"S Damen Ave & W 17th St, Chicago, IL 60608"
3777,W 91st St And S Princeton Ave,"<[OK] Bing - Geocode [W 91st St & S Princeton Ave, Chicago, IL 60620]>","[41.728967, -87.631039]",RoadIntersection,"W 91st St & S Princeton Ave, Chicago, IL 60620"
3778,W 78th St And S Hamilton Ave,"<[OK] Bing - Geocode [W 78th St & S Hamilton Ave, Chicago, IL 60620]>","[41.7524352, -87.6767476]",RoadIntersection,"W 78th St & S Hamilton Ave, Chicago, IL 60620"
3779,W 54th St And S Hoyne Ave,"<[OK] Bing - Geocode [W 54th St & S Hoyne Ave, Chicago, IL 60609]>","[41.7957395, -87.6767939]",RoadIntersection,"W 54th St & S Hoyne Ave, Chicago, IL 60609"
3780,W 65th St And S Sacramento Ave,"<[OK] Bing - Geocode [W 65th St & S Sacramento Ave, Chicago, IL 60629]>","[41.7753825, -87.698171]",RoadIntersection,"W 65th St & S Sacramento Ave, Chicago, IL 60629"
3781,W Altgeld St And N Lowell Ave,"<[OK] Bing - Geocode [W Altgeld St & N Lowell Ave, Chicago, IL 60639]>","[41.926211, -87.735387]",RoadIntersection,"W Altgeld St & N Lowell Ave, Chicago, IL 60639"
3782,W 66th St And S Hamilton Ave,"<[OK] Bing - Geocode [W 66th St & S Hamilton Ave, Chicago, IL 60636]>","[41.7738447, -87.6773971]",RoadIntersection,"W 66th St & S Hamilton Ave, Chicago, IL 60636"
3783,W Cullom Ave And N Central Park Ave,"<[OK] Bing - Geocode [W Cullom Ave & N Central Park Ave, Chicago, IL 60618]>","[41.959239, -87.7179965]",RoadIntersection,"W Cullom Ave & N Central Park Ave, Chicago, IL 60618"
3784,11500 S Homewood Ave,"<[OK] Bing - Geocode [11500 S Homewood Ave, Chicago, IL 60643]>","[41.68501294773493, -87.67062704549427]",Address,"11500 S Homewood Ave, Chicago, IL 60643"
3785,10100 S Prospect Ave,"<[OK] Bing - Geocode [10100 S Prospect Ave, Chicago, IL 60643]>","[41.70958314535712, -87.66241328597182]",Address,"10100 S Prospect Ave, Chicago, IL 60643"
3786,1650 W 101st St,"<[OK] Bing - Geocode [1650 W 101st St, Chicago, IL 60643]>","[41.71011202307647, -87.66414431253509]",Address,"1650 W 101st St, Chicago, IL 60643"
3787,W 24th St And S Avers Ave,"<[OK] Bing - Geocode [W 24th St & S Avers Ave, Chicago, IL 60623]>","[41.847981, -87.7209759]",RoadIntersection,"W 24th St & S Avers Ave, Chicago, IL 60623"
3788,W Hollywood Ave And N Central Park Ave,"<[OK] Bing - Geocode [W Hollywood Ave & N Central Park Ave, Chicago, IL 60659]>","[41.9847728, -87.7186975]",RoadIntersection,"W Hollywood Ave & N Central Park Ave, Chicago, IL 60659"
3789,W 117th St And S Stewart Ave,"<[OK] Bing - Geocode [W 117th St & S Stewart Ave, Chicago, IL 60628]>","[41.6815712, -87.632357]",RoadIntersection,"W 117th St & S Stewart Ave, Chicago, IL 60628"
3790,S La Salle St And W 115th St,"<[OK] Bing - Geocode [S La Salle St & W 115th St, Chicago, IL 60628]>","[41.685275, -87.626535]",RoadIntersection,"S La Salle St & W 115th St, Chicago, IL 60628"
3791,S Ridgeway Ave And W 78th St,"<[OK] Bing - Geocode [S Ridgeway Ave & W 78th St, Chicago, IL 60652]>","[41.7514572, -87.7161997]",RoadIntersection,"S Ridgeway Ave & W 78th St, Chicago, IL 60652"
3792,E 131st St And S Marquette Ave,"<[OK] Bing - Geocode [E 131st St & S Marquette Ave, Chicago, IL 60633]>","[41.657377, -87.556863]",RoadIntersection,"E 131st St & S Marquette Ave, Chicago, IL 60633"
3793,N Hamlin Ave And N Elston Ave,"<[OK] Bing - Geocode [N Hamlin Ave & N Elston Ave, Chicago, IL 60618]>","[41.9561989, -87.7227932]",RoadIntersection,"N Hamlin Ave & N Elston Ave, Chicago, IL 60618"
3794,N Karlov Ave And W Grand Ave,"<[OK] Bing - Geocode [N Karlov Ave & W Grand Ave, Chicago, IL 60651]>","[41.9071703, -87.728876]",RoadIntersection,"N Karlov Ave & W Grand Ave, Chicago, IL 60651"
3795,N Leclaire Ave And W Gunnison St,"<[OK] Bing - Geocode [N Leclaire Ave & W Gunnison St, Chicago, IL 60630]>","[41.968797, -87.755075]",RoadIntersection,"N Leclaire Ave & W Gunnison St, Chicago, IL 60630"
3796,N Oriole Ave And W Estes Ave,"<[OK] Bing - Geocode [N Oriole Ave & W Estes Ave, Chicago, IL 60631]>","[42.009646, -87.816403]",RoadIntersection,"N Oriole Ave & W Estes Ave, Chicago, IL 60631"
3797,S Bennett Ave And E 73rd St,"<[OK] Bing - Geocode [S Bennett Ave & E 73rd St, Chicago, IL 60649]>","[41.762503, -87.579262]",RoadIntersection,"S Bennett Ave & E 73rd St, Chicago, IL 60649"
3798,S Eggleston Ave And W 118th St,"<[OK] Bing - Geocode [S Eggleston Ave & W 118th St, Chicago, IL 60628]>","[41.6797233, -87.6335268]",RoadIntersection,"S Eggleston Ave & W 118th St, Chicago, IL 60628"
3799,S Normal Ave And W 44th Pl,"<[OK] Bing - Geocode [S Normal Ave & W 44th Pl, Chicago, IL 60609]>","[41.8135701, -87.6383457]",RoadIntersection,"S Normal Ave & W 44th Pl, Chicago, IL 60609"
3800,S Parnell Ave And W 43rd Pl,"<[OK] Bing - Geocode [S Parnell Ave & W 43rd Pl, Chicago, IL 60609]>","[41.8153773, -87.6393059]",RoadIntersection,"S Parnell Ave & W 43rd Pl, Chicago, IL 60609"
3801,S Prairie Ave And E 117th St,"<[OK] Bing - Geocode [S Prairie Ave & E 117th St, Chicago, IL 60628]>","[41.6813829, -87.6166768]",RoadIntersection,"S Prairie Ave & E 117th St, Chicago, IL 60628"
3802,S Yates Ave And E 102nd St,"<[OK] Bing - Geocode [S Yates Ave, Chicago, IL 60409]>","[41.631159, -87.5640175999964]",RoadBlock,"S Yates Ave, Chicago, IL 60409"
3803,1650 W Beverly Glen Pkwy,"<[OK] Bing - Geocode [1650 W Beverly Glen Pkwy, Chicago, IL 60643]>","[41.713086, -87.664981]",Address,"1650 W Beverly Glen Pkwy, Chicago, IL 60643"
3804,W 101st Pl And S Wood St,"<[OK] Bing - Geocode [W 101st Pl & S Wood St, Chicago, IL 60643]>","[41.708918, -87.667181]",RoadIntersection,"W 101st Pl & S Wood St, Chicago, IL 60643"
3805,6603 S Ashland Ave,"<[OK] Bing - Geocode [6603 S Ashland Ave, Chicago, IL 60636]>","[41.77359962303015, -87.6639432221101]",Address,"6603 S Ashland Ave, Chicago, IL 60636"
3806,5602 W Adams Blvd,"<[OK] Bing - Geocode [5602 W Adams Blvd, Chicago, IL 60644]>","[41.87840797681053, -87.7644865810384]",Address,"5602 W Adams Blvd, Chicago, IL 60644"
3807,11503 S Homewood Ave,"<[OK] Bing - Geocode [11503 S Homewood Ave, Chicago, IL 60643]>","[41.68500885856034, -87.67050626267583]",Address,"11503 S Homewood Ave, Chicago, IL 60643"
3808,W 92nd St And S Princeton Ave,"<[OK] Bing - Geocode [W 92nd St & S Princeton Ave, Chicago, IL 60620]>","[41.727025, -87.629797]",RoadIntersection,"W 92nd St & S Princeton Ave, Chicago, IL 60620"
3809,W 56th St And S Komensky Ave,"<[OK] Bing - Geocode [W 56th St & S Komensky Ave, Chicago, IL 60629]>","[41.791422, -87.72431]",RoadIntersection,"W 56th St & S Komensky Ave, Chicago, IL 60629"
3810,S Throop St And W 98th St,"<[OK] Bing - Geocode [S Throop St & W 98th St, Chicago, IL 60643]>","[41.7158674, -87.6552362]",RoadIntersection,"S Throop St & W 98th St, Chicago, IL 60643"
3811,W 57th St And S Tripp Ave,"<[OK] Bing - Geocode [W 57th St & S Tripp Ave, Chicago, IL 60629]>","[41.789486, -87.7291722]",RoadIntersection,"W 57th St & S Tripp Ave, Chicago, IL 60629"
3812,W Foster Ave And N Marine Dr,"<[OK] Bing - Geocode [W Foster Ave & N Marine Dr, Chicago, IL 60640]>","[41.976393, -87.652167]",RoadIntersection,"W Foster Ave & N Marine Dr, Chicago, IL 60640"
3813,402 E 109th St,"<[OK] Bing - Geocode [402 E 109th St, Chicago, IL 60628]>","[41.69641435863286, -87.61318290534884]",Address,"402 E 109th St, Chicago, IL 60628"
3814,203 W 116th St,"<[OK] Bing - Geocode [203 W 116th St, Chicago, IL 60628]>","[41.68336511590153, -87.62922289515366]",Address,"203 W 116th St, Chicago, IL 60628"
3815,W 116th St And S Bell Ave,"<[OK] Bing - Geocode [W 116th St & S Bell Ave, Chicago, IL 60643]>","[41.683126, -87.677317]",RoadIntersection,"W 116th St & S Bell Ave, Chicago, IL 60643"
3816,S Ridgewood Ct And E 54th St,"<[OK] Bing - Geocode [S Ridgewood Ct & E 54th St, Chicago, IL 60615]>","[41.7980349, -87.5926175]",RoadIntersection,"S Ridgewood Ct & E 54th St, Chicago, IL 60615"
3817,W Bryn Mawr Ave And N St Louis Ave,"<[OK] Bing - Geocode [W Bryn Mawr Ave & N Saint Louis Ave, Chicago, IL 60625]>","[41.982946, -87.716201]",RoadIntersection,"W Bryn Mawr Ave & N Saint Louis Ave, Chicago, IL 60625"
3818,800 W 77th St,"<[OK] Bing - Geocode [800 W 77th St, Chicago, IL 60620]>","[41.754318966060765, -87.64422]",Address,"800 W 77th St, Chicago, IL 60620"
3819,S Hoyne Ave And W 18th St,"<[OK] Bing - Geocode [S Hoyne Ave & W 18th St, Chicago, IL 60608]>","[41.8576896, -87.6784551]",RoadIntersection,"S Hoyne Ave & W 18th St, Chicago, IL 60608"
3820,S Austin Ave And W 63rd St,"<[OK] Bing - Geocode [S Austin Ave & W 63rd St, Chicago, IL 60638]>","[41.777902, -87.771484]",RoadIntersection,"S Austin Ave & W 63rd St, Chicago, IL 60638"
3821,S Halsted St And W 32nd St,"<[OK] Bing - Geocode [S Halsted St & W 32nd St, Chicago, IL 60608]>","[41.8364651, -87.6462324]",RoadIntersection,"S Halsted St & W 32nd St, Chicago, IL 60608"
3822,W 32nd St And S May St,"<[OK] Bing - Geocode [W 32nd St & S May St, Chicago, IL 60608]>","[41.836113, -87.654739]",RoadIntersection,"W 32nd St & S May St, Chicago, IL 60608"
3823,S Morgan St And W 33rd Pl,"<[OK] Bing - Geocode [S Morgan St & W 33rd Pl, Chicago, IL 60608]>","[41.833799, -87.651049]",RoadIntersection,"S Morgan St & W 33rd Pl, Chicago, IL 60608"
3824,W 33rd Pl And S Lituanica Ave,"<[OK] Bing - Geocode [W 33rd Pl & S Lituanica Ave, Chicago, IL 60608]>","[41.8337974, -87.6485916]",RoadIntersection,"W 33rd Pl & S Lituanica Ave, Chicago, IL 60608"
3825,W 32nd Pl And S Morgan St,"<[OK] Bing - Geocode [W 32nd Pl & S Morgan St, Chicago, IL 60608]>","[41.835617, -87.651086]",RoadIntersection,"W 32nd Pl & S Morgan St, Chicago, IL 60608"
3826,W 46th St And S Fairfield Ave,"<[OK] Bing - Geocode [W 46th St & S Fairfield Ave, Chicago, IL 60632]>","[41.810121, -87.693044]",RoadIntersection,"W 46th St & S Fairfield Ave, Chicago, IL 60632"
3827,W 47th St And S Richmond St,"<[OK] Bing - Geocode [W 47th St & S Richmond St, Chicago, IL 60632]>","[41.808252, -87.697862]",RoadIntersection,"W 47th St & S Richmond St, Chicago, IL 60632"
3828,E 107th St And S Champlain Ave,"<[OK] Bing - Geocode [E 107th St & S Champlain Ave, Chicago, IL 60628]>","[41.700091, -87.60737]",RoadIntersection,"E 107th St & S Champlain Ave, Chicago, IL 60628"
3829,S Langley Ave And E 108th St,"<[OK] Bing - Geocode [S Langley Ave & E 108th St, Chicago, IL 60628]>","[41.698249, -87.606149]",RoadIntersection,"S Langley Ave & E 108th St, Chicago, IL 60628"
3830,S Parnell Ave And W 124th St,"<[OK] Bing - Geocode [S Parnell Ave & W 124th St, Chicago, IL 60628]>","[41.668773, -87.635609]",RoadIntersection,"S Parnell Ave & W 124th St, Chicago, IL 60628"
3831,S Honore St And W 45th St,"<[OK] Bing - Geocode [S Honore St & W 45th St, Chicago, IL 60609]>","[41.8121442, -87.6711304]",RoadIntersection,"S Honore St & W 45th St, Chicago, IL 60609"
3832,W 45th St And S Hermitage Ave,"<[OK] Bing - Geocode [W 45th St & S Hermitage Ave, Chicago, IL 60609]>","[41.8122047, -87.6686967]",RoadIntersection,"W 45th St & S Hermitage Ave, Chicago, IL 60609"
3833,W 46th St And S Honore St,"<[OK] Bing - Geocode [W 46th St & S Honore St, Chicago, IL 60609]>","[41.8103543, -87.6710863]",RoadIntersection,"W 46th St & S Honore St, Chicago, IL 60609"
3834,N Overhill Ave And W Chase Ave,"<[OK] Bing - Geocode [N Overhill Ave & W Chase Ave, Chicago, IL 60631]>","[42.013225, -87.8188161]",RoadIntersection,"N Overhill Ave & W Chase Ave, Chicago, IL 60631"
3835,N Mildred Ave And W Wolfram St,"<[OK] Bing - Geocode [N Mildred Ave & W Wolfram St, Chicago, IL 60657]>","[41.933596, -87.651443]",RoadIntersection,"N Mildred Ave & W Wolfram St, Chicago, IL 60657"
3836,W Diversey Pkwy And N Mildred Ave,"<[OK] Bing - Geocode [W Diversey Pkwy & N Mildred Ave, Chicago, IL 60614]>","[41.932693, -87.65142]",RoadIntersection,"W Diversey Pkwy & N Mildred Ave, Chicago, IL 60614"
3837,E 98th St And S Commercial Ave,"<[OK] Bing - Geocode [E 98th St & S Commercial Ave, Chicago, IL 60617]>","[41.717303, -87.551018]",RoadIntersection,"E 98th St & S Commercial Ave, Chicago, IL 60617"
3838,S Escanaba Ave And E 98th St,"<[OK] Bing - Geocode [S Escanaba Ave & E 98th St, Chicago, IL 60617]>","[41.717297, -87.55376]",RoadIntersection,"S Escanaba Ave & E 98th St, Chicago, IL 60617"
3839,E 98th St And S Marquette Ave,"<[OK] Bing - Geocode [E 98th St & S Marquette Ave, Chicago, IL 60617]>","[41.71729, -87.557915]",RoadIntersection,"E 98th St & S Marquette Ave, Chicago, IL 60617"
3840,W 46th St And S Laporte Ave,"<[OK] Bing - Geocode [W 46th St & S Laporte Ave, Chicago, IL 60638]>","[41.8094043, -87.7468831]",RoadIntersection,"W 46th St & S Laporte Ave, Chicago, IL 60638"
3841,W 46th St And S Leclaire Ave,"<[OK] Bing - Geocode [W 46th St & S Leclaire Ave, Chicago, IL 60638]>","[41.809354, -87.7504826]",RoadIntersection,"W 46th St & S Leclaire Ave, Chicago, IL 60638"
3842,E 128th St And S Escanaba Ave,"<[OK] Bing - Geocode [E 128th St & S Escanaba Ave, Chicago, IL 60633]>","[41.66284, -87.553214]",RoadIntersection,"E 128th St & S Escanaba Ave, Chicago, IL 60633"
