,Unnamed: 0,location_name,from,to,from_lat_long,to_lat_long,from_blockgroup,to_blockgroup
1680,1915,On W 116th St From S Wentworth Ave To S State St,W 116th St And S Wentworth Ave,W 116th St And S State St,"[41.682483, -87.62761]","[41.682538, -87.622812]",170315302005,170315302001
1681,1916,On W 18th St From S Hoyne Ave To S Damen Ave,W 18th St And S Hoyne Ave,W 18th St And S Damen Ave,"[41.8576896, -87.6784551]","[41.857722, -87.676019]",170318412002,170313109003
1682,1917,On E 73rd St From S Constance Ave To S Bennett Ave,E 73rd St And S Constance Ave,E 73rd St And S Bennett Ave,"[41.762481, -87.58052]","[41.762503, -87.579262]",170314305002,170314305001
1683,1918,On N Hoyne Ave From W Walton St To W Cortez St,N Hoyne Ave And W Walton St,N Hoyne Ave And W Cortez St,"[41.8986098, -87.6795941]","[41.9004216, -87.6796149]",170312423002,170312423001
1684,1919,On N Laporte Ave From W Montrose Ave To W Wilson Ave,N Laporte Ave And W Montrose Ave,N Laporte Ave And W Wilson Ave,"[41.960693, -87.751182]","[41.9643421, -87.7513273]",170311502002,170311502002
1685,1920,On N Lowell Ave From W Altgeld St To W Fullerton Ave,N Lowell Ave And W Altgeld St,N Lowell Ave And W Fullerton Ave,"[41.926211, -87.735387]","[41.924349, -87.73533]",170312002002,170312003002
1686,1921,On N Oakley Ave From W Fullerton Ave To W Belden Ave,N Oakley Ave And W Fullerton Ave,N Oakley Ave And W Belden Ave,"[41.924892, -87.685185]","[41.923406, -87.685134]",170312216001,170312216001
1687,1922,On N Parkside Ave From W Grand Ave To W Palmer St,N Parkside Ave And W Grand Ave,N Parkside Ave And W Palmer St,"[41.918994, -87.76701]","[41.920304, -87.767055]",170311913022,170311913022
1688,1925,On S Throop St From W 81st St To W 82nd St,S Throop St And W 81st St,S Throop St And W 82nd St,"[41.746795, -87.656049]","[41.744993, -87.656028]",170317107003,170317107004
1689,1926,On S La Salle St From W 116th St To W 117th St,S La Salle St And W 116th St,S La Salle St And W 117th St,"[41.68249, -87.626424]","[41.681614, -87.626406]",170315302001,170315302001
1690,1927,On S Lockwood Ave From W Congress Pkwy To W Harrison St,S Lockwood Ave And W Congress Pkwy,S Lockwood Ave And W Harrison St,"[41.8739231, -87.7574604]","[41.8729297, -87.7574222]",170312521023,170312521023
1691,1928,On S Muskegon Ave From E 130th St To E 131st St,S Muskegon Ave And E 130th St,S Muskegon Ave And E 131st St,"[41.659179, -87.554423]","[41.657366, -87.554433]",170315502002,170315502002
1692,1929,On S Normal Ave From W 46th Pl To W 45th Pl,S Normal Ave And W 46th Pl,S Normal Ave And W 45th Pl,"[41.809946, -87.638244]","[41.8117629, -87.6383188]",170316108001,170316108001
1693,1930,On S Peoria St From W 116th Pl To W 118th St,S Peoria St And W 116th Pl,S Peoria St And W 118th St,"[41.682352, -87.644601]","[41.679587, -87.644413]",170315303001,170315303001
1694,1931,On S Prospect Ave From W 100th Pl To W Beverly Glen Pkwy,S Prospect Ave And W 100th Pl,S Prospect Ave And W Beverly Glen Pkwy,"[41.7112292, -87.6625397]","[41.712911, -87.662997]",170317202003,170317202002
1695,1932,On S Ridgeland Ave From E 79th St To S South Chicago Ave,S Ridgeland Ave And E 79th St,S Ridgeland Ave And S South Chicago Ave,"[41.751541, -87.581685]","[41.7487191, -87.5817103]",170318342003,170314605007
1696,1933,On S Emerald Ave From W 37th St To W 38th St,S Emerald Ave And W 37th St,S Emerald Ave And W 38th St,"[41.827155, -87.64479]","[41.825328, -87.644753]",170318399003,170318399004
1697,1934,On W Adams St From S Central Ave To S Menard Ave,W Adams St And S Central Ave,W Adams St And S Menard Ave,"[41.87836, -87.764756]","[41.877691, -87.769623]",170312521011,170312521011
1698,1935,On W 87th St From S Union Ave To S Wallace St,W 87th St And S Union Ave,W 87th St And S Wallace St,"[41.736275, -87.641196]","[41.735892, -87.63875]",170317109002,170317115002
1699,1936,On W 68th St From S Western Ave To S Bell Ave,W 68th St And S Western Ave,W 68th St And S Bell Ave,"[41.770137, -87.683494]","[41.770199, -87.679642]",170316609001,170316607002
1700,1937,On W 46th Pl From S Wallace St To S Normal Ave,W 46th Pl And S Wallace St,W 46th Pl And S Normal Ave,"[41.809907, -87.640693]","[41.809946, -87.638244]",170316108001,170316108001
1701,1938,On W 64th St From S Central Ave To S Major Ave,W 64th St And S Central Ave,W 64th St And S Major Ave,"[41.7762432, -87.7616515]","[41.776207, -87.76409]",170316407004,170316406001
1702,1939,On W 60th St From S Hamlin Ave To S Lawndale Ave,W 60th St And S Hamlin Ave,W 60th St And S Lawndale Ave,"[41.78419, -87.718014]","[41.784207, -87.715551]",170316501004,170316501001
1703,1940,On W Balmoral Ave From N Neenah Ave To N Nashville Ave,W Balmoral Ave And N Neenah Ave,W Balmoral Ave And N Nashville Ave,"[41.9792577, -87.7902337]","[41.9792439, -87.7914419]",170311006001,170311006001
1704,1941,On W 66th St From S Ashland Ave To S Justine St,W 66th St And S Ashland Ave,W 66th St And S Justine St,"[41.774017, -87.664155]","[41.774028, -87.662861]",170316712001,170316711001
1705,1946,5600-5630 N Parkside Ave,5600 N Parkside Ave,5630 N Parkside Ave,"[41.98462722150512, -87.7695808446458]","[41.983887, -87.769884]",170311101002,170311101002
1706,1947,5100-5160 S Indiana Ave,5100 S Indiana Ave,5160 S Indiana Ave,"[41.801721, -87.621503]","[41.8001721, -87.6214527]",170318361001,170318361001
1707,1948,1700-1800 W 100th St,1700 W 100th St,1800 W 100th St,"[41.712343, -87.665039]","[41.71210296379107, -87.66742538873078]",170317202002,170317202003
1708,1949,1840-1860 W 115th St,1840 W 115th St,1860 W 115th St,"[41.6847511996585, -87.66727652781744]","[41.68474535021079, -87.66756870340461]",170317505003,170317505003
1709,1950,700-720 W 87th St,700 W 87th St,720 W 87th St,"[41.736632, -87.641356]","[41.736556, -87.642044]",170317109002,170317109002
1710,1951,On W Palmer St From N Parkside Ave To N Mango Ave,W Palmer St And N Parkside Ave,W Palmer St And N Mango Ave,"[41.920304, -87.767055]","[41.920297, -87.769484]",170311913022,170311913022
1711,1952,On W 18th St From S Hoyne Ave To S Leavitt St,W 18th St And S Hoyne Ave,W 18th St And S Leavitt St,"[41.8576896, -87.6784551]","[41.857635, -87.6808965]",170318412002,170318412002
1712,1953,On W 117th St From S Morgan St To S Peoria St,W 117th St And S Morgan St,W 117th St And S Peoria St,"[41.6813819, -87.6469042]","[41.681426, -87.6444688]",170315303002,170315303001
1713,1954,On S Wentworth Ave From W 95th St To W 94th St,S Wentworth Ave And W 95th St,S Wentworth Ave And W 94th St,"[41.721696, -87.628657]","[41.723567, -87.628676]",170314906001,170318340002
1714,1955,On E 117th St From S Prairie Ave To S Calumet Ave,E 117th St And S Prairie Ave,E 117th St And S Calumet Ave,"[41.6813829, -87.6166768]","[41.6813869, -87.6147081]",170315301001,170315301001
1715,1956,On E 75th St From S Indiana Ave To S Eberhart Ave,E 75th St And S Indiana Ave,E 75th St And S Eberhart Ave,"[41.758306, -87.61993]","[41.758433, -87.612699]",170316913001,170316914005
1716,1957,On N Hamlin Ave From W Devon Ave To W Granville Ave,N Hamlin Ave And W Devon Ave,N Hamlin Ave And W Granville Ave,"[41.997162, -87.724015]","[41.9937259, -87.7239132]",170311301001,170311301001
1717,1958,On N Lawndale Ave From W Berteau Ave To W Cullom Ave,N Lawndale Ave And W Berteau Ave,N Lawndale Ave And W Cullom Ave,"[41.9574, -87.7203809]","[41.9592111, -87.7204265]",170311604001,170311604001
1718,1959,On N Neenah Ave From W Balmoral Ave To W Higgins Ave,N Neenah Ave And W Balmoral Ave,N Neenah Ave And W Higgins Ave,"[41.9792577, -87.7902337]","[41.977029, -87.79028]",170311006001,170311006002
1719,1960,On N Oriole Ave From W Forest Preserve Ave To W Irving Park Rd,N Oriole Ave And W Forest Preserve Ave,N Oriole Ave And W Irving Park Rd,"[41.949117, -87.8169]","[41.95254, -87.817043]",170311704004,"[41.95254, -87.817043]"
1720,1961,On E 102nd St From S Yates Ave To S Oglesby Ave,E 102nd St And S Yates Ave,E 102nd St And S Oglesby Ave,"[41.709897, -87.564542]","[41.70988, -87.565755]",170315103004,170315103004
1721,1962,On S Knox Ave From W 63rd St To W 62nd St,S Knox Ave And W 63rd St,S Knox Ave And W 62nd St,"[41.778458, -87.738634]","[41.7802989, -87.738679]",170316408001,170316401001
1722,1963,On S Lowe Ave From W 88th St To W 87th St,S Lowe Ave And W 88th St,S Lowe Ave And W 87th St,"[41.734328, -87.639921]","[41.736145, -87.639983]",170317115002,170317109002
1723,1964,On S Muskegon Ave From E 78th St To E 79th St,S Muskegon Ave And E 78th St,S Muskegon Ave And E 79th St,"[41.753683, -87.555562]","[41.751872, -87.555325]",170314313011,170314603021
1724,1965,On S Normal Ave From W 88th St To W 87th St,S Normal Ave And W 88th St,S Normal Ave And W 87th St,"[41.7343764, -87.6362719]","[41.735899, -87.636325]",170317115001,170317115001
1725,1966,On S Perry Ave From W 116th St To W 115th St,S Perry Ave And W 116th St,S Perry Ave And W 115th St,"[41.6825087, -87.6252491]","[41.685288, -87.625348]",170315302001,170315302001
1726,1967,On S Prospect Ave From W 101st Pl To W 102nd St,S Prospect Ave And W 101st Pl,S Prospect Ave And W 102nd St,"[41.709001, -87.662322]","[41.708281, -87.66225]",170317202003,170317202003
1727,1968,On S Ridgeway Ave From W 78th Pl To W Pippin St,S Ridgeway Ave And W 78th Pl,S Ridgeway Ave And W Pippin St,"[41.7504735, -87.7161817]","[41.7536129, -87.7162912]",170317002003,170317002003
1728,1969,On S Damen Ave From W 18th St To W 17th St,S Damen Ave And W 18th St,S Damen Ave And W 17th St,"[41.857722, -87.676019]","[41.858627, -87.676048]",170313109003,170313109003
1729,1970,On W 91st St From S Perry Ave To S Princeton Ave,W 91st St And S Perry Ave,W 91st St And S Princeton Ave,"[41.7290124, -87.6264409]","[41.728967, -87.631039]",170318340001,170318340001
1730,1971,On W 78th St From S Damen Ave To S Hamilton Ave,W 78th St And S Damen Ave,W 78th St And S Hamilton Ave,"[41.752036, -87.673204]","[41.7524352, -87.6767476]",170317104006,170317104005
1731,1972,On W 54th St From S Damen Ave To S Hoyne Ave,W 54th St And S Damen Ave,W 54th St And S Hoyne Ave,"[41.795796, -87.674346]","[41.7957395, -87.6767939]",170316117002,170316116002
1732,1973,On W 65th St From S Fairfield Ave To S Sacramento Ave,W 65th St And S Fairfield Ave,W 65th St And S Sacramento Ave,"[41.7754803, -87.6921106]","[41.7753825, -87.698171]",170316606003,170316608005
1733,1974,On W Altgeld St From N Keeler Ave To N Lowell Ave,W Altgeld St And N Keeler Ave,W Altgeld St And N Lowell Ave,"[41.926278, -87.731727]","[41.926211, -87.735387]",170312002002,170312002002
1734,1975,On W 66th St From S Damen Ave To S Hamilton Ave,W 66th St And S Damen Ave,W 66th St And S Hamilton Ave,"[41.773901, -87.673757]","[41.7738447, -87.6773971]",170316713001,170316714001
1735,1976,On W Cullom Ave From N Ridgeway Ave To N Central Park Ave,W Cullom Ave And N Ridgeway Ave,W Cullom Ave And N Central Park Ave,"[41.959201, -87.721633]","[41.959239, -87.7179965]",170311604001,170311604001
1736,1978,On W Sunnyside Ave From N Laporte Ave To N Lavergne Ave,W Sunnyside Ave And N Laporte Ave,W Sunnyside Ave And N Lavergne Ave,"[41.962506, -87.751273]","[41.9624932, -87.7524703]",170311502004,170311502004
1737,1982,11450-11500 S Homewood Ave,11450 S Homewood Ave,11500 S Homewood Ave,"[41.684986, -87.670803]","[41.68501294773493, -87.67062704549427]",170317505003,170317505003
1738,1983,10050-10100 S Prospect Ave,10050 S Prospect Ave,10100 S Prospect Ave,"[41.710676027599064, -87.66250656553076]","[41.70958314535712, -87.66241328597182]",170317202003,170317202003
1739,1984,1600-1650 W 101st St,1600 W 101st St,1650 W 101st St,"[41.7101184499298, -87.66365042474222]","[41.71011202307647, -87.66414431253509]",170317202003,170317202003
1740,1985,On W 24th St From S Pulaski Rd To S Avers Ave,W 24th St And S Pulaski Rd,W 24th St And S Avers Ave,"[41.84791, -87.724656]","[41.847981, -87.7209759]",170313018022,170313005001
1741,1986,On W Hollywood Ave From N Bernard St To N Central Park Ave,W Hollywood Ave And N Bernard St,W Hollywood Ave And N Central Park Ave,"[41.984798, -87.715046]","[41.9847728, -87.7186975]",170311303004,170311303002
1742,1987,On W 117th St From S Normal Ave To S Stewart Ave,W 117th St And S Normal Ave,W 117th St And S Stewart Ave,"[41.6815342, -87.6348035]","[41.6815712, -87.632357]",170315302005,170315302005
1743,1988,On S La Salle St From W 116th St To W 115th St,S La Salle St And W 116th St,S La Salle St And W 115th St,"[41.68249, -87.626424]","[41.685275, -87.626535]",170315302001,170315302001
1744,1989,On S Ridgeway Ave From W 79th St To W 78th St,S Ridgeway Ave And W 79th St,S Ridgeway Ave And W 78th St,"[41.749678, -87.716168]","[41.7514572, -87.7161997]",170317002003,170317002003
1745,1990,On E 109th St From S Dr Martin Luther King Jr Dr To S Indiana Ave,E 109th St And S Dr Martin Luther King Jr Dr,E 109th St And S Indiana Ave,"[41.696366, -87.613478]","[41.6962912, -87.6183423]",170314909013,170314909013
1746,1991,On E 131st St From S Exchange Ave To S Marquette Ave,E 131st St And S Exchange Ave,E 131st St And S Marquette Ave,"[41.657371, -87.551988]","[41.657377, -87.556863]",170315502002,170315502002
1747,1992,On E 75th St From S Wabash Ave To S Indiana Ave,E 75th St And S Wabash Ave,E 75th St And S Indiana Ave,"[41.758241, -87.623153]","[41.758306, -87.61993]",170316913001,170316913001
1748,1993,On N Hamlin Ave From W Irving Park Rd To N Elston Ave,N Hamlin Ave And W Irving Park Rd,N Hamlin Ave And N Elston Ave,"[41.953687, -87.722717]","[41.9561989, -87.7227932]",170311609002,170311604002
1749,1994,On N Karlov Ave From W Crystal St To W Grand Ave,N Karlov Ave And W Crystal St,N Karlov Ave And W Grand Ave,"[41.903573, -87.7288]","[41.9071703, -87.728876]",170312306002,170312306001
1750,1995,On N Leclaire Ave From W Argyle St To W Gunnison St,N Leclaire Ave And W Argyle St,N Leclaire Ave And W Gunnison St,"[41.9715888, -87.7551621]","[41.968797, -87.755075]",170311105022,170311105021
1751,1996,On N Oriole Ave From W Ibsen St To W Estes Ave,N Oriole Ave And W Ibsen St,N Oriole Ave And W Estes Ave,"[42.0060043, -87.8164539]","[42.009646, -87.816403]",170310902004,170310902005
1752,1997,On S Bennett Ave From E 74th St To E 73rd St,S Bennett Ave And E 74th St,S Bennett Ave And E 73rd St,"[41.760644, -87.579254]","[41.762503, -87.579262]",170314309002,170314305001
1753,1998,On S Eggleston Ave From W 116th St To W 118th St,S Eggleston Ave And W 116th St,S Eggleston Ave And W 118th St,"[41.683362, -87.633657]","[41.6797233, -87.6335268]",170315302005,170315302005
1754,1999,On S Lawndale Ave From W 59th St To W 63rd St,S Lawndale Ave And W 59th St,S Lawndale Ave And W 63rd St,"[41.786065, -87.715607]","[41.778768, -87.715402]",170316204002,170316503021
1755,2000,On S Menard Ave From W 65th St To W 63rd St,S Menard Ave And W 65th St,S Menard Ave And W 63rd St,"[41.7743, -87.766456]","[41.777989, -87.766585]","[41.7743, -87.766456]",170316403002
1756,2001,On S Normal Ave From W 44th St To W 44th Pl,S Normal Ave And W 44th St,S Normal Ave And W 44th Pl,"[41.8144577, -87.6383832]","[41.8135701, -87.6383457]",170316108001,170316108001
1757,2002,On S Parnell Ave From W 43rd St To W 43rd Pl,S Parnell Ave And W 43rd St,S Parnell Ave And W 43rd Pl,"[41.8163068, -87.6393327]","[41.8153773, -87.6393059]",170318426001,170316108001
1758,2003,On S Prairie Ave From E 116th St To E 117th St,S Prairie Ave And E 116th St,S Prairie Ave And E 117th St,"[41.6825968, -87.6167358]","[41.6813829, -87.6166768]",170315301001,170315301001
1759,2004,On S Prospect Ave From W 101st St To W 102nd St,S Prospect Ave And W 101st St,S Prospect Ave And W 102nd St,"[41.71009, -87.66238]","[41.708281, -87.66225]",170317202002,170317202003
1760,2006,1600-1650 W Beverly Glen Pkwy,1600 W Beverly Glen Pkwy,1650 W Beverly Glen Pkwy,"[41.712939027730926, -87.66420893873732]","[41.713086, -87.664981]",170317202002,170317202002
1761,2007,On S Keeler Ave From W 55th St To W 58th St,S Keeler Ave And W 55th St,S Keeler Ave And W 58th St,"[41.793185, -87.728032]","[41.7876941, -87.727874]",170316202001,170316203002
1762,2008,On W 101st Pl From S Prospect Ave To S Wood St,W 101st Pl And S Prospect Ave,W 101st Pl And S Wood St,"[41.709001, -87.662322]","[41.708918, -87.667181]",170317202003,170317202003
1763,2015,6601-6603 S Ashland Ave,6601 S Ashland Ave,6603 S Ashland Ave,"[41.773671, -87.663555]","[41.77359962303015, -87.6639432221101]",170316716003,170316716003
1764,2016,5600-5602 W Adams Blvd,5600 W Adams Blvd,5602 W Adams Blvd,"[41.87840802049183, -87.76448266524555]","[41.87840797681053, -87.7644865810384]",170312521011,170312521011
1765,2017,11501-11503 S Homewood Ave,11501 S Homewood Ave,11503 S Homewood Ave,"[41.68501361541992, -87.67050539778943]","[41.68500885856034, -87.67050626267583]",170317505003,170317505003
1766,2024,On W 92nd St From S Wentworth Ave To S Princeton Ave,W 92nd St And S Wentworth Ave,W 92nd St And S Princeton Ave,"[41.727138, -87.628762]","[41.727025, -87.629797]",170318340002,170318340001
1767,2025,On W 56th St From S Keeler Ave To S Komensky Ave,W 56th St And S Keeler Ave,W 56th St And S Komensky Ave,"[41.791391, -87.727985]","[41.791422, -87.72431]",170316203001,170316203001
1768,2026,On S Throop St From W 95th St To W 98th St,S Throop St And W 95th St,S Throop St And W 98th St,"[41.721361, -87.655395]","[41.7158674, -87.6552362]",170317302015,170317304004
1769,2027,On W 57th St From S Keeler Ave To S Tripp Ave,W 57th St And S Keeler Ave,W 57th St And S Tripp Ave,"[41.78951, -87.7279276]","[41.789486, -87.7291722]",170316203002,170316203003
1770,2028,On W Foster Ave From N Sheridan Rd To N Marine Dr,W Foster Ave And N Sheridan Rd,W Foster Ave And N Marine Dr,"[41.9763917, -87.6550122]","[41.976393, -87.652167]",170310312004,170310313005
1771,2032,400-402 E 109th St,400 E 109th St,402 E 109th St,"[41.696636, -87.613254]","[41.69641435863286, -87.61318290534884]",170314909011,170314909011
1772,2033,201-203 W 116th St,201 W 116th St,203 W 116th St,"[41.68336496316702, -87.62923320407981]","[41.68336511590153, -87.62922289515366]",170315302005,170315302005
1773,2034,On W 76th St From S Stewart Ave To S Harvard Ave,W 76th St And S Stewart Ave,W 76th St And S Harvard Ave,"[41.756256, -87.634442]","[41.75629, -87.632834]",170316912001,170316912001
1774,2035,On W 76th St From S Harvard Ave To S Yale Ave,W 76th St And S Harvard Ave,W 76th St And S Yale Ave,"[41.75629, -87.632834]","[41.756309, -87.631214]",170316912001,170316912002
1775,2036,On W 76th St From S Yale Ave To S Wentworth Ave,W 76th St And S Yale Ave,W 76th St And S Wentworth Ave,"[41.756309, -87.631214]","[41.75634, -87.629594]",170316912002,170316912002
1776,2037,On E 69th St From S St Lawrence Ave To S Langley Ave,E 69th St And S St Lawrence Ave,E 69th St And S Langley Ave,"[41.76937890000001, -87.61046285]","[41.7694538, -87.6081473]",170314212002,170314212002
1777,2040,On W 116th St From S Western Ave To S Bell Ave,W 116th St And S Western Ave,W 116th St And S Bell Ave,"[41.68273, -87.680947]","[41.683126, -87.677317]",170317504002,170317505002
1778,2041,On S Ridgewood Ct From E 55th St To E 54th St,S Ridgewood Ct And E 55th St,S Ridgewood Ct And E 54th St,"[41.795604, -87.591704]","[41.7980349, -87.5926175]",170314107001,170314107001
1779,2042,On N Wolcott Ave From W Winnemac Ave To W Balmoral Ave,N Wolcott Ave And W Winnemac Ave,N Wolcott Ave And W Balmoral Ave,"[41.973329, -87.676322]","[41.979728, -87.676518]",170310404021,170310401001
1780,2043,On W Bryn Mawr Ave From N Kedzie Ave To N St Louis Ave,W Bryn Mawr Ave And N Kedzie Ave,W Bryn Mawr Ave And N St Louis Ave,"[41.983062, -87.708879]","[41.982946, -87.716201]",170318318005,170318318005
1781,2045,On W 77th St From S Emerald Ave To S Union Ave,W 77th St And S Emerald Ave,W 77th St And S Union Ave,"[41.754287, -87.642924]","[41.754311, -87.641701]",170317101001,170317101001
1782,2047,612-800 W 77th St,612 W 77th St,800 W 77th St,"[41.7543707, -87.640058]","[41.754318966060765, -87.64422]",170317101001,170317102001
1783,2048,On S Hoyne Ave From W Cermak Rd To W 18th St,S Hoyne Ave And W Cermak Rd,S Hoyne Ave And W 18th St,"[41.85216, -87.6783015]","[41.8576896, -87.6784551]",170318412001,170318412002
1784,2049,On S Austin Ave From W 59th St To W 63rd St,S Austin Ave And W 59th St,S Austin Ave And W 63rd St,"[41.7852006, -87.7717542]","[41.777902, -87.771484]",170316403004,170316403005
1785,2050,On S Halsted St From W 31st St To W 32nd St,S Halsted St And W 31st St,S Halsted St And W 32nd St,"[41.838071, -87.646276]","[41.8364651, -87.6462324]",170316004002,170318398001
1786,2051,On W 32nd St From S Racine Ave To S May St,W 32nd St And S Racine Ave,W 32nd St And S May St,"[41.836101, -87.655969]","[41.836113, -87.654739]",170316009003,170316009003
1787,2053,On S Morgan St From W 32nd Pl To W 33rd Pl,S Morgan St And W 32nd Pl,S Morgan St And W 33rd Pl,"[41.835617, -87.651086]","[41.833799, -87.651049]",170316009002,170318397003
1788,2054,On W 33rd Pl From S Morgan St To S Lituanica Ave,W 33rd Pl And S Morgan St,W 33rd Pl And S Lituanica Ave,"[41.833799, -87.651049]","[41.8337974, -87.6485916]",170318397003,170318397002
1789,2056,On W 32nd Pl From S May St To S Morgan St,W 32nd Pl And S May St,W 32nd Pl And S Morgan St,"[41.835205, -87.654716]","[41.835617, -87.651086]",170318397001,170316009002
1790,2059,On W 46th St From S Rockwell St To S Fairfield Ave,W 46th St And S Rockwell St,W 46th St And S Fairfield Ave,"[41.810209, -87.689361]","[41.810121, -87.693044]",170315808001,170318428002
1791,2060,On W 47th St From S Kedzie Ave To S Whipple St,W 47th St And S Kedzie Ave,W 47th St And S Whipple St,"[41.808134, -87.703972]","[41.808213, -87.700308]",170318428003,170318428006
1792,2061,On W 47th St From S Whipple St To S Richmond St,W 47th St And S Whipple St,W 47th St And S Richmond St,"[41.808213, -87.700308]","[41.808252, -87.697862]",170318428006,170318428005
1793,2062,On E 107th St From S Langley Ave To S Champlain Ave,E 107th St And S Langley Ave,E 107th St And S Champlain Ave,"[41.7001108, -87.6062166]","[41.700091, -87.60737]",170315002001,170315002002
1794,2063,On S Langley Ave From E 106th St To E 108th St,S Langley Ave And E 106th St,S Langley Ave And E 108th St,"[41.701945, -87.606293]","[41.698249, -87.606149]",170315002002,170315002002
1795,2064,On E 108th St From S Vernon Ave To S Rhodes Ave,E 108th St And S Vernon Ave,E 108th St And S Rhodes Ave,"[41.698211, -87.612313]","[41.698244, -87.609853]",170314909011,170314909011
1796,2066,On S Keeler Ave From W 58th St To W 55th St,S Keeler Ave And W 58th St,S Keeler Ave And W 55th St,"[41.7876941, -87.727874]","[41.793185, -87.728032]",170316203002,170316202001
1797,2067,On W 56th St From S Kedvale Ave To S Komensky Ave,W 56th St And S Kedvale Ave,W 56th St And S Komensky Ave,"[41.791397, -87.726745]","[41.791422, -87.72431]",170316203001,170316203001
1798,2068,On S Parnell Ave From W 123rd St To W 124th St,S Parnell Ave And W 123rd St,S Parnell Ave And W 124th St,"[41.670596, -87.635668]","[41.668773, -87.635609]",170315305032,170315305032
1799,2069,On W Barry Ave From N Oriole Ave To N Oketo Ave,W Barry Ave And N Oriole Ave,W Barry Ave And N Oketo Ave,"[41.936138, -87.816424]","[41.936254, -87.811541]",170311709001,170311709001
1800,2070,On S Honore St From W 48th St To W 45th St,S Honore St And W 48th St,S Honore St And W 45th St,"[41.806724, -87.671015]","[41.8121442, -87.6711304]",170316114001,170316103002
1801,2071,On W 45th St From S Wolcott Ave To S Hermitage Ave,W 45th St And S Wolcott Ave,W 45th St And S Hermitage Ave,"[41.8121552, -87.6723347]","[41.8122047, -87.6686967]",170316103002,170316104001
1802,2072,On W 46th St From S Damen Ave To S Honore St,W 46th St And S Damen Ave,W 46th St And S Honore St,"[41.8103654, -87.6745776]","[41.8103543, -87.6710863]",170316103003,170316103003
1803,2073,On N Overhill Ave From W Jarvis Ave To W Chase Ave,N Overhill Ave And W Jarvis Ave,N Overhill Ave And W Chase Ave,"[42.0150532, -87.8187831]","[42.013225, -87.8188161]",170310901004,170310901003
1804,2074,On N Mildred Ave From W Diversey Pkwy To W Wolfram St,N Mildred Ave And W Diversey Pkwy,N Mildred Ave And W Wolfram St,"[41.932693, -87.65142]","[41.933596, -87.651443]",170310630002,170310630002
1805,2075,On W Diversey Pkwy From N Halsted St To N Mildred Ave,W Diversey Pkwy And N Halsted St,W Diversey Pkwy And N Mildred Ave,"[41.932745, -87.64899]","[41.932693, -87.65142]",170310634001,170310630002
1806,2076,On E 98th St From S Escanaba Ave To S Commercial Ave,E 98th St And S Escanaba Ave,E 98th St And S Commercial Ave,"[41.717297, -87.55376]","[41.717303, -87.551018]",170315101002,170315101002
1807,2077,On S Escanaba Ave From E 99th St To E 98th St,S Escanaba Ave And E 99th St,S Escanaba Ave And E 98th St,"[41.715462, -87.5537308]","[41.717297, -87.55376]",170315101002,170315101002
1808,2078,On E 98th St From S Muskegon Ave To S Escanaba Ave,E 98th St And S Muskegon Ave,E 98th St And S Escanaba Ave,"[41.717307, -87.555138]","[41.717297, -87.55376]",170315101002,170315101002
1809,2079,On E 98th St From S Muskegon Ave To S Marquette Ave,E 98th St And S Muskegon Ave,E 98th St And S Marquette Ave,"[41.717307, -87.555138]","[41.71729, -87.557915]",170315101002,170315102001
1810,2082,On W 46th St From S Lavergne Ave To S Laporte Ave,W 46th St And S Lavergne Ave,W 46th St And S Laporte Ave,"[41.80937, -87.748053]","[41.8094043, -87.7468831]",170315602003,170315602003
1811,2083,On W 46th St From S Leamington Ave To S Leclaire Ave,W 46th St And S Leamington Ave,W 46th St And S Leclaire Ave,"[41.809333, -87.751715]","[41.809354, -87.7504826]",170315602003,170315602003
1812,2084,On W 46th St From S Laramie Ave To S Leamington Ave,W 46th St And S Laramie Ave,W 46th St And S Leamington Ave,"[41.8093145, -87.7528979]","[41.809333, -87.751715]",170315602003,170315602003
1813,2086,On E 128th St From S Torrence Ave To S Escanaba Ave,E 128th St And S Torrence Ave,E 128th St And S Escanaba Ave,"[41.66284, -87.5587225]","[41.66284, -87.553214]",170315502001,170315502001
1814,2087,On E 128th St From S Torrence Ave To S Exchange Ave,E 128th St And S Torrence Ave,E 128th St And S Exchange Ave,"[41.66284, -87.5587225]","[41.662838, -87.551996]",170315502001,170315502001
1815,2089,On N Hiawatha Ave From W Peterson Ave To W Kilpatrick Ave.,N Hiawatha Ave And W Peterson Ave,N Hiawatha Ave And W Kilpatrick Ave.,"[41.990087200000005, -87.7420321]","[41.9916767, -87.7454214]",170311203004,170311203006
1816,2090,On W Peterson Ave From N Kilbourn Ave To N Hiawatha Ave,W Peterson Ave And N Kilbourn Ave,W Peterson Ave And N Hiawatha Ave,"[41.9900412, -87.7408028]","[41.990087200000005, -87.7420321]",170311203005,170311203004
1817,2091,On E 53rd St From S Cornell Ave To E 1725,E 53rd St And S Cornell Ave,1725 E 53rd St,"[41.799619, -87.585541]","[41.7993164, -87.5828857]",170314101002,170314109001
1818,2092,On N Newgard Ave From W Albion Ave To N 6434,N Newgard Ave And W Albion Ave,6434 N Newgard Ave,"[42.0017724, -87.6668521]","[41.999212, -87.66712]",170310106003,170310106003
1819,2093,On N Octavia Ave From W Greenleaf Ave To W Ibsen St,N Octavia Ave And W Greenleaf Ave,N Octavia Ave And W Ibsen St,"[42.008919, -87.809108]","[42.006213, -87.809138]",170310902001,170310902002
