,all_locations,api_address,lat_long,location_object,quality
2252,N Claremont Ave And W Wilson Ave,"N Claremont Ave & W Wilson Ave, Chicago, IL 60625","[41.96491, -87.687542]","<[OK] Bing - Geocode [N Claremont Ave & W Wilson Ave, Chicago, IL 60625]>",RoadIntersection
729,N Clark St And W Arthur Ave,"N Clark St & W Arthur Ave, Chicago, IL 60626","[42.0006075, -87.6715287]","<[OK] Bing - Geocode [N Clark St & W Arthur Ave, Chicago, IL 60626]>",RoadIntersection
3963,N Clark St And N Belden Ave,"N Clark St & W Belden Ave, Chicago, IL 60614","[41.923779, -87.639368]","<[OK] Bing - Geocode [N Clark St & W Belden Ave, Chicago, IL 60614]>",RoadIntersection
3409,N Clark St And W Calhoun Pl,"N Clark St & W Calhoun Pl, Chicago, IL 60602","[41.882588, -87.630899]","<[OK] Bing - Geocode [N Clark St & W Calhoun Pl, Chicago, IL 60602]>",RoadIntersection
2094,N Clark St And W Grant Pl,"N Clark St & W Grant Pl, Chicago, IL 60614","[41.92289435, -87.638881]","<[OK] Bing - Geocode [N Clark St & W Grant Pl, Chicago, IL 60614]>",RoadIntersection
1468,N Clark St And W Randolph St,"N Clark St & W Randolph St, Chicago, IL 60602","[41.884509, -87.630926]","<[OK] Bing - Geocode [N Clark St & W Randolph St, Chicago, IL 60602]>",RoadIntersection
2003,N Cleveland Ave And W Belden Ave,"N Cleveland Ave & W Belden Ave, Chicago, IL 60614","[41.923736, -87.641393]","<[OK] Bing - Geocode [N Cleveland Ave & W Belden Ave, Chicago, IL 60614]>",RoadIntersection
3881,N Cleveland Ave And W Fullerton Pkwy,"N Cleveland Ave & W Fullerton Pkwy, Chicago, IL 60614","[41.92559, -87.641444]","<[OK] Bing - Geocode [N Cleveland Ave & W Fullerton Pkwy, Chicago, IL 60614]>",RoadIntersection
2325,N Clybourn Ave And N Greenview Ave,"N Clybourn Ave & N Greenview Ave, Chicago, IL 60614","[41.922589, -87.665745]","<[OK] Bing - Geocode [N Clybourn Ave & N Greenview Ave, Chicago, IL 60614]>",RoadIntersection
111,N Clybourn Ave And W Webster Ave,"N Clybourn Ave & W Webster Ave, Chicago, IL 60614","[41.921633, -87.664404]","<[OK] Bing - Geocode [N Clybourn Ave & W Webster Ave, Chicago, IL 60614]>",RoadIntersection
2774,N Cumberland Ave And W Berteau Ave,"N Cumberland Ave & W Berteau Ave, Chicago, IL 60634","[41.955687, -87.836626]","<[OK] Bing - Geocode [N Cumberland Ave & W Berteau Ave, Chicago, IL 60634]>",RoadIntersection
775,N Cumberland Ave And W Irving Park Rd,"N Cumberland Ave & W Irving Park Rd, Chicago, IL 60634","[41.952119, -87.836847]","<[OK] Bing - Geocode [N Cumberland Ave & W Irving Park Rd, Chicago, IL 60634]>",RoadIntersection
2058,N Cumberland Ave And W Lawrence Ave,"N Cumberland Ave & W Lawrence Ave, Chicago, IL 60706","[41.9666233, -87.8366769]","<[OK] Bing - Geocode [N Cumberland Ave & W Lawrence Ave, Chicago, IL 60706]>",RoadIntersection
2095,N Cumberland Ave And W Montrose Ave,"N Cumberland Ave & W Montrose Ave, Chicago, IL 60656","[41.959418, -87.836764]","<[OK] Bing - Geocode [N Cumberland Ave & W Montrose Ave, Chicago, IL 60656]>",RoadIntersection
3928,N Cumberland Ave And W Sunnyside Ave,"N Cumberland Ave & W Sunnyside Ave, Chicago, IL 60656","[41.961603, -87.836735]","<[OK] Bing - Geocode [N Cumberland Ave & W Sunnyside Ave, Chicago, IL 60656]>",RoadIntersection
724,N Damen Ave And W Carroll Ave,"N Damen Ave & W Carroll Ave, Chicago, IL 60612","[41.8876991, -87.6768196]","<[OK] Bing - Geocode [N Damen Ave & W Carroll Ave, Chicago, IL 60612]>",RoadIntersection
1084,N Damen Ave And W Howard St,"N Damen Ave & W Howard St, Chicago, IL 60645","[42.019473, -87.68047]","<[OK] Bing - Geocode [N Damen Ave & W Howard St, Chicago, IL 60645]>",RoadIntersection
3061,N Damen Ave And W Jarvis Ave,"N Damen Ave & W Jarvis Ave, Chicago, IL 60645","[42.0151252, -87.6805309]","<[OK] Bing - Geocode [N Damen Ave & W Jarvis Ave, Chicago, IL 60645]>",RoadIntersection
776,N Damen Ave And W Ohio St,"N Damen Ave & W Ohio St, Chicago, IL 60622","[41.892282, -87.676998]","<[OK] Bing - Geocode [N Damen Ave & W Ohio St, Chicago, IL 60622]>",RoadIntersection
2775,N Damen Ave And W Superior St,"N Damen Ave & W Superior St, Chicago, IL 60622","[41.894817, -87.677071]","<[OK] Bing - Geocode [N Damen Ave & W Superior St, Chicago, IL 60622]>",RoadIntersection
1520,N Damen Ave And W Warren Blvd,"N Damen Ave & W Warren Blvd, Chicago, IL 60612","[41.8822439, -87.6767199]","<[OK] Bing - Geocode [N Damen Ave & W Warren Blvd, Chicago, IL 60612]>",RoadIntersection
2281,N Davlin Ct And N Milwaukee Ave,"N Davlin Ct & N Milwaukee Ave, Chicago, IL 60618","[41.938538, -87.72291]","<[OK] Bing - Geocode [N Davlin Ct & N Milwaukee Ave, Chicago, IL 60618]>",RoadIntersection
61,N Davlin Ct And W Barry Ave,"N Davlin Ct & W Barry Ave, Chicago, IL 60618","[41.936691, -87.724922]","<[OK] Bing - Geocode [N Davlin Ct & W Barry Ave, Chicago, IL 60618]>",RoadIntersection
2326,N Davlin Ct And W Wellington Ave,"N Davlin Ct & W Wellington Ave, Chicago, IL 60618","[41.9354422, -87.72612575]","<[OK] Bing - Geocode [N Davlin Ct & W Wellington Ave, Chicago, IL 60618]>",RoadIntersection
62,N Drake Ave And W Carmen Ave,"N Drake Ave & W Carmen Ave, Chicago, IL 60625","[41.9738397, -87.7172033]","<[OK] Bing - Geocode [N Drake Ave & W Carmen Ave, Chicago, IL 60625]>",RoadIntersection
2422,N Drake Ave And W Chicago Ave,"N Drake Ave & W Chicago Ave, Chicago, IL 60651","[41.8955005, -87.715094]","<[OK] Bing - Geocode [N Drake Ave & W Chicago Ave, Chicago, IL 60651]>",RoadIntersection
171,N Drake Ave And W Foster Ave,"N Drake Ave & W Foster Ave, Chicago, IL 60625","[41.975607, -87.717228]","<[OK] Bing - Geocode [N Drake Ave & W Foster Ave, Chicago, IL 60625]>",RoadIntersection
288,N Drake Ave And W Huron St,"N Drake Ave & W Huron St, Chicago, IL 60624","[41.893657, -87.71508]","<[OK] Bing - Geocode [N Drake Ave & W Huron St, Chicago, IL 60624]>",RoadIntersection
2569,N Elbridge Ave And N Drake Ave,"N Elbridge Ave & N Drake Ave, Chicago, IL 60618","[41.9363659, -87.7157343]","<[OK] Bing - Geocode [N Elbridge Ave & N Drake Ave, Chicago, IL 60618]>",RoadIntersection
480,N Elbridge Ave And W Barry Ave,"N Elbridge Ave & W Barry Ave, Chicago, IL 60618","[41.9374432, -87.7145293]","<[OK] Bing - Geocode [N Elbridge Ave & W Barry Ave, Chicago, IL 60618]>",RoadIntersection
1135,N Elizabeth St And W Carroll Ave,"N Elizabeth St & W Carroll Ave, Chicago, IL 60607","[41.88769, -87.658892]","<[OK] Bing - Geocode [N Elizabeth St & W Carroll Ave, Chicago, IL 60607]>",RoadIntersection
1085,N Elizabeth St And W Erie St,"N Elizabeth St & W Erie St, Chicago, IL 60642","[41.893458, -87.659529]","<[OK] Bing - Geocode [N Elizabeth St & W Erie St, Chicago, IL 60642]>",RoadIntersection
1146,N Elizabeth St And W Grand Ave,"N Elizabeth St & W Grand Ave, Chicago, IL 60642","[41.891087, -87.659461]","<[OK] Bing - Geocode [N Elizabeth St & W Grand Ave, Chicago, IL 60642]>",RoadIntersection
3114,N Elizabeth St And W Kinzie St,"N Elizabeth St & W Kinzie St, Chicago, IL 60642","[41.88892, -87.658938]","<[OK] Bing - Geocode [N Elizabeth St & W Kinzie St, Chicago, IL 60642]>",RoadIntersection
1469,N Elizabeth St And W Madison St,"N Elizabeth St & W Madison St, Chicago, IL 60607","[41.881648, -87.658767]","<[OK] Bing - Geocode [N Elizabeth St & W Madison St, Chicago, IL 60607]>",RoadIntersection
3104,N Elizabeth St And W Randolph St,"N Elizabeth St & W Randolph St, Chicago, IL 60607","[41.884123, -87.658838]","<[OK] Bing - Geocode [N Elizabeth St & W Randolph St, Chicago, IL 60607]>",RoadIntersection
3410,N Elizabeth St And W Washington Blvd,"N Elizabeth St & W Washington Blvd, Chicago, IL 60607","[41.882982, -87.658801]","<[OK] Bing - Geocode [N Elizabeth St & W Washington Blvd, Chicago, IL 60607]>",RoadIntersection
1522,N Elston Ave And N Albany Ave,"N Elston Ave & N Albany Ave, Chicago, IL 60618","[41.944207, -87.705267]","<[OK] Bing - Geocode [N Elston Ave & N Albany Ave, Chicago, IL 60618]>",RoadIntersection
3889,N Elston Ave And N Lotus Ave,"N Elston Ave & N Lotus Ave, Chicago, IL 60630","[41.982994950000005, -87.7646263]","<[OK] Bing - Geocode [N Elston Ave & N Lotus Ave, Chicago, IL 60630]>",RoadIntersection
2013,N Elston Ave And N Luna Ave,"N Elston Ave & N Luna Ave, Chicago, IL 60646","[41.9842237, -87.7667881]","<[OK] Bing - Geocode [N Elston Ave & N Luna Ave, Chicago, IL 60646]>",RoadIntersection
3920,N Elston Ave And N Lynch Ave,"N Elston Ave & N Lynch Ave, Chicago, IL 60630","[41.981074, -87.7612222]","<[OK] Bing - Geocode [N Elston Ave & N Lynch Ave, Chicago, IL 60630]>",RoadIntersection
159,N Elston Ave And W Augusta Blvd,"N Elston Ave & W Augusta Blvd, Chicago, IL 60642","[41.8998926, -87.6566581]","<[OK] Bing - Geocode [N Elston Ave & W Augusta Blvd, Chicago, IL 60642]>",RoadIntersection
2050,N Elston Ave And W Bryn Mawr Ave,"N Elston Ave & W Bryn Mawr Ave, Chicago, IL 60630","[41.9830509, -87.764528]","<[OK] Bing - Geocode [N Elston Ave & W Bryn Mawr Ave, Chicago, IL 60630]>",RoadIntersection
3951,N Elston Ave And W Diversey Ave,"N Elston Ave & W Diversey Ave, Chicago, IL 60618","[41.932196, -87.687818]","<[OK] Bing - Geocode [N Elston Ave & W Diversey Ave, Chicago, IL 60618]>",RoadIntersection
3460,N Elston Ave And W Henderson St,"N Elston Ave & W Henderson St, Chicago, IL 60618","[41.941363, -87.701141]","<[OK] Bing - Geocode [N Elston Ave & W Henderson St, Chicago, IL 60618]>",RoadIntersection
2082,N Elston Ave And W School St,"N Elston Ave & W School St, Chicago, IL 60618","[41.941363, -87.701141]","<[OK] Bing - Geocode [N Elston Ave & W School St, Chicago, IL 60618]>",RoadIntersection
566,N Fairfield Ave And W Albion Ave,"N Fairfield Ave & W Albion Ave, Chicago, IL 60645","[42.0012269, -87.6985183]","<[OK] Bing - Geocode [N Fairfield Ave & W Albion Ave, Chicago, IL 60645]>",RoadIntersection
383,N Fairfield Ave And W Augusta Blvd,"N Fairfield Ave & W Augusta Blvd, Chicago, IL 60622","[41.8992998, -87.6955649]","<[OK] Bing - Geocode [N Fairfield Ave & W Augusta Blvd, Chicago, IL 60622]>",RoadIntersection
3411,N Fairfield Ave And W Devon Ave,"N Fairfield Ave & W Devon Ave, Chicago, IL 60659","[41.997576, -87.698437]","<[OK] Bing - Geocode [N Fairfield Ave & W Devon Ave, Chicago, IL 60659]>",RoadIntersection
2492,N Fairfield Ave And W Iowa St,"N Fairfield Ave & W Iowa St, Chicago, IL 60622","[41.8974882, -87.695525]","<[OK] Bing - Geocode [N Fairfield Ave & W Iowa St, Chicago, IL 60622]>",RoadIntersection
2727,N Forest Glen Ave And N Hiawatha Ave,"N Forest Glen Ave & N Hiawatha Ave, Chicago, IL 60646","[41.9902461, -87.742291]","<[OK] Bing - Geocode [N Forest Glen Ave & N Hiawatha Ave, Chicago, IL 60646]>",RoadIntersection
725,N Forest Glen Ave And N Ionia Ave,"N Forest Glen Ave & N Ionia Ave, Chicago, IL 60646","[41.9918058, -87.7410146]","<[OK] Bing - Geocode [N Forest Glen Ave & N Ionia Ave, Chicago, IL 60646]>",RoadIntersection
1533,N Francisco Ave And W Ainslie St,"N Francisco Ave & W Ainslie St, Chicago, IL 60625","[41.970717, -87.701208]","<[OK] Bing - Geocode [N Francisco Ave & W Ainslie St, Chicago, IL 60625]>",RoadIntersection
3472,N Francisco Ave And W Argyle St,"N Francisco Ave & W Argyle St, Chicago, IL 60625","[41.972151, -87.701251]","<[OK] Bing - Geocode [N Francisco Ave & W Argyle St, Chicago, IL 60625]>",RoadIntersection
3260,N Green St And W Kinzie St,"N Green St & W Kinzie St, Chicago, IL 60607","[41.8889983, -87.6486991]","<[OK] Bing - Geocode [N Green St & W Kinzie St, Chicago, IL 60607]>",RoadIntersection
1301,N Green St And W Randolph St,"N Green St & W Randolph St, Chicago, IL 60607","[41.88442, -87.648616]","<[OK] Bing - Geocode [N Green St & W Randolph St, Chicago, IL 60607]>",RoadIntersection
112,N Greenview Ave And W Belmont Ave,"N Greenview Ave & W Belmont Ave, Chicago, IL 60657","[41.939759, -87.666235]","<[OK] Bing - Geocode [N Greenview Ave & W Belmont Ave, Chicago, IL 60657]>",RoadIntersection
2006,N Greenview Ave And W Division St,"N Greenview Ave & W Division St, Chicago, IL 60642","[41.903401, -87.66501]","<[OK] Bing - Geocode [N Greenview Ave & W Division St, Chicago, IL 60642]>",RoadIntersection
63,N Greenview Ave And W Henderson St,"N Greenview Ave & W Henderson St, Chicago, IL 60657","[41.942503, -87.666305]","<[OK] Bing - Geocode [N Greenview Ave & W Henderson St, Chicago, IL 60657]>",RoadIntersection
983,N Greenview Ave And W Jarvis Ave,"N Greenview Ave & W Jarvis Ave, Chicago, IL 60626","[42.0160769, -87.6681565]","<[OK] Bing - Geocode [N Greenview Ave & W Jarvis Ave, Chicago, IL 60626]>",RoadIntersection
3883,N Greenview Ave And W Potomac Ave,"N Greenview Ave & W Potomac Ave, Chicago, IL 60642","[41.905173, -87.665074]","<[OK] Bing - Geocode [N Greenview Ave & W Potomac Ave, Chicago, IL 60642]>",RoadIntersection
2282,N Greenview Ave And W Roscoe St,"N Greenview Ave & W Roscoe St, Chicago, IL 60657","[41.943378, -87.666325]","<[OK] Bing - Geocode [N Greenview Ave & W Roscoe St, Chicago, IL 60657]>",RoadIntersection
2969,N Greenview Ave And W Sherwin Ave,"N Greenview Ave & W Sherwin Ave, Chicago, IL 60626","[42.0149741, -87.6680946]","<[OK] Bing - Geocode [N Greenview Ave & W Sherwin Ave, Chicago, IL 60626]>",RoadIntersection
2051,N Halsted St And W Evergreen Ave,"N Halsted St & W Evergreen Ave, Chicago, IL 60642","[41.906417, -87.64814]","<[OK] Bing - Geocode [N Halsted St & W Evergreen Ave, Chicago, IL 60642]>",RoadIntersection
3792,N Hamlin Ave And N Elston Ave,"N Hamlin Ave & N Elston Ave, Chicago, IL 60618","[41.9561989, -87.7227932]","<[OK] Bing - Geocode [N Hamlin Ave & N Elston Ave, Chicago, IL 60618]>",RoadIntersection
3412,N Hamlin Ave And N Milwaukee Ave,"N Hamlin Ave & N Milwaukee Ave, Chicago, IL 60618","[41.937926, -87.721892]","<[OK] Bing - Geocode [N Hamlin Ave & N Milwaukee Ave, Chicago, IL 60618]>",RoadIntersection
561,N Hamlin Ave And W Addison St,"N Hamlin Ave & W Addison St, Chicago, IL 60618","[41.9464643, -87.7225141]","<[OK] Bing - Geocode [N Hamlin Ave & W Addison St, Chicago, IL 60618]>",RoadIntersection
2097,N Hamlin Ave And W Armitage Ave,"N Hamlin Ave & W Armitage Ave, Chicago, IL 60647","[41.917243, -87.721666]","<[OK] Bing - Geocode [N Hamlin Ave & W Armitage Ave, Chicago, IL 60647]>",RoadIntersection
1470,N Hamlin Ave And W Belmont Ave,"N Hamlin Ave & W Belmont Ave, Chicago, IL 60618","[41.939177, -87.722312]","<[OK] Bing - Geocode [N Hamlin Ave & W Belmont Ave, Chicago, IL 60618]>",RoadIntersection
777,N Hamlin Ave And W Cornelia Ave,"N Hamlin Ave & W Cornelia Ave, Chicago, IL 60618","[41.944601, -87.722454]","<[OK] Bing - Geocode [N Hamlin Ave & W Cornelia Ave, Chicago, IL 60618]>",RoadIntersection
3965,N Hamlin Ave And W Cortland St,"N Hamlin Ave & W Cortland St, Chicago, IL 60647","[41.915409, -87.721613]","<[OK] Bing - Geocode [N Hamlin Ave & W Cortland St, Chicago, IL 60647]>",RoadIntersection
1855,N Hamlin Ave And W Devon Ave,"N Hamlin Ave & W Devon Ave, Chicago, IL 60659","[41.997162, -87.724015]","<[OK] Bing - Geocode [N Hamlin Ave & W Devon Ave, Chicago, IL 60659]>",RoadIntersection
3884,N Hamlin Ave And W Dickens Ave,"N Hamlin Ave & W Dickens Ave, Chicago, IL 60647","[41.91908685, -87.7216988]","<[OK] Bing - Geocode [N Hamlin Ave & W Dickens Ave, Chicago, IL 60647]>",RoadIntersection
1523,N Hamlin Ave And W Fullerton Ave,"N Hamlin Ave & W Fullerton Ave, Chicago, IL 60647","[41.924602, -87.72189]","<[OK] Bing - Geocode [N Hamlin Ave & W Fullerton Ave, Chicago, IL 60647]>",RoadIntersection
3764,N Hamlin Ave And W Granville Ave,"N Hamlin Ave & W Granville Ave, Chicago, IL 60659","[41.9937259, -87.7239132]","<[OK] Bing - Geocode [N Hamlin Ave & W Granville Ave, Chicago, IL 60659]>",RoadIntersection
1888,N Hamlin Ave And W Irving Park Rd,"N Hamlin Ave & W Irving Park Rd, Chicago, IL 60618","[41.953687, -87.722717]","<[OK] Bing - Geocode [N Hamlin Ave & W Irving Park Rd, Chicago, IL 60618]>",RoadIntersection
2007,N Hamlin Ave And W Palmer St,"N Hamlin Ave & W Palmer St, Chicago, IL 60647","[41.9208925, -87.7217882]","<[OK] Bing - Geocode [N Hamlin Ave & W Palmer St, Chicago, IL 60647]>",RoadIntersection
2776,N Hamlin Ave And W Roscoe St,"N Hamlin Ave & W Roscoe St, Chicago, IL 60618","[41.94281, -87.722389]","<[OK] Bing - Geocode [N Hamlin Ave & W Roscoe St, Chicago, IL 60618]>",RoadIntersection
726,N Hamlin Ave And W School St,"N Hamlin Ave & W School St, Chicago, IL 60618","[41.940994, -87.722337]","<[OK] Bing - Geocode [N Hamlin Ave & W School St, Chicago, IL 60618]>",RoadIntersection
3461,N Hamlin Ave And W Wrightwood Ave,"N Hamlin Ave & W Wrightwood Ave, Chicago, IL 60647","[41.928206, -87.721982]","<[OK] Bing - Geocode [N Hamlin Ave & W Wrightwood Ave, Chicago, IL 60647]>",RoadIntersection
2778,N Harding Ave And W Altgeld St,"N Harding Ave & W Altgeld St, Chicago, IL 60647","[41.926337, -87.72559]","<[OK] Bing - Geocode [N Harding Ave & W Altgeld St, Chicago, IL 60647]>",RoadIntersection
113,N Harding Ave And W Barry Ave,"N Harding Ave & W Barry Ave, Chicago, IL 60618","[41.9373185, -87.7259059]","<[OK] Bing - Geocode [N Harding Ave & W Barry Ave, Chicago, IL 60618]>",RoadIntersection
2327,N Harding Ave And W Belmont Ave,"N Harding Ave & W Belmont Ave, Chicago, IL 60618","[41.939132, -87.725956]","<[OK] Bing - Geocode [N Harding Ave & W Belmont Ave, Chicago, IL 60618]>",RoadIntersection
3922,N Harding Ave And W Chicago Ave,"N Harding Ave & W Chicago Ave, Chicago, IL 60651","[41.895412, -87.724862]","<[OK] Bing - Geocode [N Harding Ave & W Chicago Ave, Chicago, IL 60651]>",RoadIntersection
3424,N Harding Ave And W Ferdinand St,"N Harding Ave & W Ferdinand St, Chicago, IL 60624","[41.889879, -87.724662]","<[OK] Bing - Geocode [N Harding Ave & W Ferdinand St, Chicago, IL 60624]>",RoadIntersection
1482,N Harding Ave And W Ohio St,"N Harding Ave & W Ohio St, Chicago, IL 60624","[41.891724, -87.72473]","<[OK] Bing - Geocode [N Harding Ave & W Ohio St, Chicago, IL 60624]>",RoadIntersection
779,N Harding Ave And W Wrightwood Ave,"N Harding Ave & W Wrightwood Ave, Chicago, IL 60647","[41.928191, -87.725645]","<[OK] Bing - Geocode [N Harding Ave & W Wrightwood Ave, Chicago, IL 60647]>",RoadIntersection
3966,N Harlem Ave And W Greenleaf Ave,"N Harlem Ave & W Greenleaf Ave, Chicago, IL 60631","[42.0089734, -87.8066861]","<[OK] Bing - Geocode [N Harlem Ave & W Greenleaf Ave, Chicago, IL 60631]>",RoadIntersection
1086,N Harlem Ave And W Peterson Ave,"N Harlem Ave & W Peterson Ave, Chicago, IL 60631","[41.9900141, -87.8068995]","<[OK] Bing - Geocode [N Harlem Ave & W Peterson Ave, Chicago, IL 60631]>",RoadIntersection
648,N Harlem Ave And W Talcott Ave,"N Harlem Ave & W Talcott Ave, Chicago, IL 60631","[41.985822, -87.806927]","<[OK] Bing - Geocode [N Harlem Ave & W Talcott Ave, Chicago, IL 60631]>",RoadIntersection
2098,N Harlem Ave And W Touhy Ave,"N Harlem Ave & W Touhy Ave, Chicago, IL 60631","[42.011698, -87.806637]","<[OK] Bing - Geocode [N Harlem Ave & W Touhy Ave, Chicago, IL 60631]>",RoadIntersection
3318,N Hartland Ct And W Grand Ave,"N Hartland Ct & W Grand Ave, Chicago, IL 60622","[41.8909388, -87.6712056]","<[OK] Bing - Geocode [N Hartland Ct & W Grand Ave, Chicago, IL 60622]>",RoadIntersection
1365,N Hartland Ct And W Ohio St,"N Hartland Ct & W Ohio St, Chicago, IL 60622","[41.892387, -87.6712454]","<[OK] Bing - Geocode [N Hartland Ct & W Ohio St, Chicago, IL 60622]>",RoadIntersection
3449,N Hermitage Ave And W Addison St,"N Hermitage Ave & W Addison St, Chicago, IL 60657","[41.9469533, -87.6725465]","<[OK] Bing - Geocode [N Hermitage Ave & W Addison St, Chicago, IL 60657]>",RoadIntersection
3287,N Hermitage Ave And W Granville Ave,"N Hermitage Ave & W Granville Ave, Chicago, IL 60660","[41.9943835, -87.6733955]","<[OK] Bing - Geocode [N Hermitage Ave & W Granville Ave, Chicago, IL 60660]>",RoadIntersection
1331,N Hermitage Ave And W Thome Ave,"N Hermitage Ave & W Thome Ave, Chicago, IL 60660","[41.9955884, -87.6734727]","<[OK] Bing - Geocode [N Hermitage Ave & W Thome Ave, Chicago, IL 60660]>",RoadIntersection
1508,N Hermitage Ave And W Waveland Ave,"N Hermitage Ave & W Waveland Ave, Chicago, IL 60613","[41.948771, -87.672489]","<[OK] Bing - Geocode [N Hermitage Ave & W Waveland Ave, Chicago, IL 60613]>",RoadIntersection
