,Unnamed: 0,project_number,location_name,year_range,from,to,from_lat_long,to_lat_long,from_blockgroup,to_blockgroup
122,122,[170 -02] 37794,On N Springfield Ave From W Belmont Ave To W Barry Ave,2016-2020,N Springfield Ave And W Belmont Ave,N Springfield Ave And W Barry Ave,"[41.93914, -87.724744]","[41.9373185, -87.7259059]",170318311003,170312105012
123,123,[170 -02] 37794,On N Washtenaw Ave From W Argyle St To W Winnemac Ave,2016-2020,N Washtenaw Ave And W Argyle St,N Washtenaw Ave And W Winnemac Ave,"[41.972194, -87.696362]","[42.01938155, -87.6972524000002]",170310402014,"[42.01938155, -87.6972524000002]"
124,124,[170 -02] 37794,On S Racine Ave From W 108th St To W 110th St,2016-2020,S Racine Ave And W 108th St,S Racine Ave And W 110th St,"[41.697694, -87.652272]","[41.6941041, -87.6521567]",170317501004,170317501004
125,125,[170 -02] 37794,On N Washtenaw Ave From W Winona St To W Argyle St,2016-2020,N Washtenaw Ave And W Winona St,N Washtenaw Ave And W Argyle St,"[41.9747895, -87.696441]","[41.972194, -87.696362]",170310402012,170310402014
126,126,[170 -02] 37794,On S Carpenter St From W 64th St To W 65th St,2016-2020,S Carpenter St And W 64th St,S Carpenter St And W 65th St,"[41.777835, -87.650815]","[41.776032, -87.650776]",170316810004,170316810004
127,127,[170 -02] 37794,On S Constance Ave From E 88th St To E 90th St,2016-2020,S Constance Ave And E 88th St,S Constance Ave And E 90th St,"[41.73521, -87.57932]","[41.731547, -87.579237]",170314801002,170314804007
128,128,[170 -02] 37794,On S Davol St From W Monterey Ave To W Waseca Pl,2016-2020,S Davol St And W Monterey Ave,S Davol St And W Waseca Pl,"[41.689374, -87.662499]","[41.68846, -87.662805]",170317505003,170317505003
129,129,[170 -02] 37794,On S Eggleston Ave From W 105th St To W 106th St,2016-2020,S Eggleston Ave And W 105th St,S Eggleston Ave And W 106th St,"[41.703395, -87.634229]","[41.701555, -87.634217]",170314911001,170314911001
130,130,[170 -02] 37794,On S Hamlin Ave From W 66th St To W Marquette Rd,2016-2020,S Hamlin Ave And W 66th St,S Hamlin Ave And W Marquette Rd,"[41.773242, -87.717729]","[41.771435, -87.717682]",170316503022,170316504005
131,131,[170 -02] 37794,On S Hermitage Ave From W 47th St To W 46th St,2016-2020,S Hermitage Ave And W 47th St,S Hermitage Ave And W 46th St,"[41.808604, -87.668611]","[41.8103982, -87.668669]",170316104001,170316104001
132,132,[170 -02] 37794,On S Hoyne Ave From W 72nd St To W 71st Pl,2016-2020,S Hoyne Ave And W 72nd St,S Hoyne Ave And W 71st Pl,"[41.762974, -87.67593]","[41.763863, -87.675957]",170316720004,170316720004
133,133,[170 -02] 37794,On S Karlov Ave From W Arthington St To W Polk St,2016-2020,S Karlov Ave And W Arthington St,S Karlov Ave And W Polk St,"[41.8699867, -87.7277669]","[41.8709134, -87.7277991]",170312610002,170312610002
134,134,[170 -02] 37794,On S Kenneth Ave From W 81st Pl To W 81st St,2016-2020,S Kenneth Ave And W 81st Pl,S Kenneth Ave And W 81st St,"[41.744916, -87.7329643]","[41.7452939, -87.733185]",170317003013,170317003013
135,135,[170 -02] 37794,On S Lawndale Ave From W 64th Pl To W 66th St,2016-2020,S Lawndale Ave And W 64th Pl,S Lawndale Ave And W 66th St,"[41.776022, -87.715357]","[41.773289, -87.715283]",170316503022,170316503022
136,136,[170 -02] 37794,On S Perry Ave From W Marquette Rd To W 68th St,2016-2020,S Perry Ave And W Marquette Rd,S Perry Ave And W 68th St,"[41.772792, -87.62837]","[41.770897, -87.628291]",170318425001,170316903001
137,137,[170 -02] 37794,On S Ashland Ave From S Church St To W 109th St,2016-2020,S Ashland Ave And S Church St,S Ashland Ave And W 109th St,"[41.696354, -87.661976]","[41.6957833, -87.6619343]",170317502001,170317501003
138,138,[170 -02] 37794,N Mcvicker Ave And W Ardmore Ave,2016-2020,N Mcvicker Ave And W Ardmore Ave,None,"[41.9865472, -87.779173]",None,170311001003,None
139,139,[170 -02] 37794,N Menard Ave And W Madison St,2016-2020,N Menard Ave And W Madison St,None,"[41.88322830200195, -87.63240051269531]",None,170318391001,None
140,140,[170 -02] 37794,N Mozart St And W Argyle St,2016-2020,N Mozart St And W Argyle St,None,"[41.972172, -87.700037]",None,170310403003,None
141,141,[170 -02] 37794,S Austin Blvd And W Roosevelt Rd,2016-2020,S Austin Blvd And W Roosevelt Rd,None,"[41.865464, -87.774103]",None,170318314002,None
142,142,[170 -02] 37794,S Mason Ave And W Arthington St,2016-2020,S Mason Ave And W Arthington St,None,"[41.8691324, -87.7730355]",None,170318314002,None
143,143,[170 -02] 37794,S Mayfield Ave And W Roosevelt Rd,2016-2020,S Mayfield Ave And W Roosevelt Rd,None,"[41.865507, -87.771639]",None,170318314002,None
144,144,[170 -02] 37794,S Monitor Ave And W Roosevelt Rd,2016-2020,S Monitor Ave And W Roosevelt Rd,None,"[41.865532, -87.770402]",None,170318314002,None
145,145,[170 -02] 37794,S Scottsdale Ave And S Knox Ave,2016-2020,S Scottsdale Ave And S Knox Ave,None,"[41.7462465, -87.7378105]",None,170317003013,None
146,146,[170 -02] 37794,S St Louis Ave And W Columbus Ave,2016-2020,S St Louis Ave And W Columbus Ave,None,"[41.745012, -87.709608]",None,170317004011,None
147,147,[170 -02] 37794,W 60th Pl And S Wells St,2016-2020,W 60th Pl And S Wells St,None,"[41.7849721, -87.631927]",None,170318346003,None
148,148,[170 -02] 37794,3500-3520 N Reta Ave,2016-2020,3500 N Reta Ave,3520 N Reta Ave,"[41.945617, -87.650999]","[41.94618, -87.651012]",170318320001,170318320001
149,149,[170 -02] 37794,1656-1756 W Carmen Ave,2016-2020,1656 W Carmen Ave,1756 W Carmen Ave,"[41.974297720767176, -87.67405590900222]","[41.974297659493146, -87.67397933151237]",170310310001,170310310001
150,150,[170 -02] 37794,N Moody Ave And W Ardmore Ave,2016-2020,N Moody Ave And W Ardmore Ave,None,"[41.986541849999995, -87.78108345000001]",None,170311001003,None
151,151,[170 -02] 37794,N Normandy Ave And W Devon Ave,2016-2020,N Normandy Ave And W Devon Ave,None,"[41.9972928, -87.7939388]",None,170311002002,None
152,152,[170 -02] 37794,S Keeler Ave And W 78th St,2016-2020,S Keeler Ave And W 78th St,None,"[41.751963, -87.7263909]",None,170317002004,None
153,153,[170 -02] 37794,S May St And W 107th St,2016-2020,S May St And W 107th St,None,"[41.699552, -87.650722]",None,170317501002,None
154,154,[170 -02] 37794,S Menard Ave And W Roosevelt Rd,2016-2020,S Menard Ave And W Roosevelt Rd,None,"[41.865543, -87.769181]",None,170318314002,None
155,155,[170 -02] 37794,S Princeton Ave And W 60th Pl,2016-2020,S Princeton Ave And W 60th Pl,None,"[41.784527, -87.632733]",None,170318346003,None
156,156,[170 -02] 37794,S Springfield Ave And W 78th St,2016-2020,S Springfield Ave And W 78th St,None,"[41.7513995, -87.7203551]",None,170317002003,None
157,157,[170 -02] 37794,S Whipple St And W 52nd St,2016-2020,S Whipple St And W 52nd St,None,"[41.79908, -87.700051]",None,170316304004,None
158,158,[170 -02] 37794,W 77th Pl And S Keeler Ave,2016-2020,W 77th Pl And S Keeler Ave,None,"[41.7525773, -87.7263104]",None,170317002004,None
159,159,[170 -02] 37794,244-300 W 60th Pl,2016-2020,244 W 60th Pl,300 W 60th Pl,"[41.7847813, -87.6321272]","[41.784566703698765, -87.63291909295857]",170318346003,170318346003
160,160,[170 -02] 37887,On S Avenue J From E 104th St To E 103rd St,2016-2020,S Avenue J And E 104th St,S Avenue J And E 103rd St,"[41.706384, -87.534067]","[41.708216, -87.534063]",170315204004,170315204004
161,161,[170 -02] 37887,W Madison St And N Menard Ave,2016-2020,W Madison St And N Menard Ave,None,"[41.88322830200195, -87.63240051269531]",None,170318391001,None
162,162,[170 -02] 37887,W 79th St And S Karlov Ave,2016-2020,W 79th St And S Karlov Ave,None,"[41.749544, -87.724303]",None,170317002004,None
163,163,[170 -02] 37887,W 77th St And S Emerald Ave,2016-2020,W 77th St And S Emerald Ave,None,"[41.754287, -87.642924]",None,170317101001,None
164,164,[170 -02] 37887,W 66th St And S Pulaski Rd,2016-2020,W 66th St And S Pulaski Rd,None,"[41.773182, -87.722698]",None,170316503014,None
165,165,[170 -02] 37887,W 59th St And S Nashville Ave,2016-2020,W 59th St And S Nashville Ave,None,"[41.7849132, -87.786413]",None,170316404001,None
166,166,[170 -02] 37887,W 58th Pl And S Hamlin Ave,2016-2020,W 58th Pl And S Hamlin Ave,None,"[41.78692, -87.718063]",None,170316204002,None
167,167,[170 -02] 37887,W 52nd St And S Francisco Ave,2016-2020,W 52nd St And S Francisco Ave,None,"[41.799147, -87.696395]",None,170316304001,None
168,168,[170 -02] 37887,W 104th St And S Hoyne Ave,2016-2020,W 104th St And S Hoyne Ave,None,"[41.7046756, -87.6743016]",None,170317206001,None
169,169,[170 -02] 37887,S Perry Ave And W 68th St,2016-2020,S Perry Ave And W 68th St,None,"[41.770897, -87.628291]",None,170316903001,None
170,170,[170 -02] 37887,S Lafayette Ave And W 115th St,2016-2020,S Lafayette Ave And W 115th St,None,"[41.685304, -87.624128]",None,170315302001,None
171,171,[170 -02] 37887,S Karlov Ave And W 79th St,2016-2020,S Karlov Ave And W 79th St,None,"[41.749549, -87.723984]",None,170317002004,None
172,172,[170 -02] 37887,S Carpenter St And W 64th St,2016-2020,S Carpenter St And W 64th St,None,"[41.777835, -87.650815]",None,170316810004,None
173,173,[170 -02] 37887,N Washtenaw Ave And W Argyle St,2016-2020,N Washtenaw Ave And W Argyle St,None,"[41.972194, -87.696362]",None,170310402014,None
174,174,[170 -02] 37887,N Elston Ave And W Augusta Blvd,2016-2020,N Elston Ave And W Augusta Blvd,None,"[41.8998926, -87.6566581]",None,170318423001,None
175,175,[170 -02] 37887,E 43rd St And S Vernon Ave,2016-2020,E 43rd St And S Vernon Ave,None,"[41.816684, -87.615256]",None,170313802002,None
176,176,[170 -02] 37887,On W 77th St From S Union Ave To S Lowe Ave,2016-2020,W 77th St And S Union Ave,W 77th St And S Lowe Ave,"[41.754311, -87.641701]","[41.754339, -87.640485]",170317101001,170317101001
177,177,[170 -02] 37887,On S Halsted St From W 78th St To W 79th St,2016-2020,S Halsted St And W 78th St,S Halsted St And W 79th St,"[41.752467, -87.644107]","[41.750648, -87.64406]",170317102001,170317108001
178,178,[170 -02] 37887,W Palmer St And N Cicero Ave,2016-2020,W Palmer St And N Cicero Ave,None,"[41.920602, -87.746281]",None,170311911001,None
179,179,[170 -02] 37887,7503-7859 S Emerald Ave,2016-2020,7503 S Emerald Ave,7859 S Emerald Ave,"[41.7576024537777, -87.6429517375863]","[41.7489633, -87.64263]",170316813003,170317109001
180,180,[170 -02] 37887,On S Green Bay Ave From E 103rd St To E 106th St,2016-2020,S Green Bay Ave And E 103rd St,S Green Bay Ave And E 106th St,"[41.708192, -87.541328]","[41.702754, -87.54132]",170315202002,170315203002
181,181,[170 -02] 37887,W Ardmore Ave And N Austin Ave,2016-2020,W Ardmore Ave And N Austin Ave,None,"[41.9865498, -87.7779736]",None,170311001003,None
182,182,[170 -02] 37887,W 77th St And S Perry Ave,2016-2020,W 77th St And S Perry Ave,None,"[41.754527, -87.627919]",None,170316912002,None
183,183,[170 -02] 37887,W 73rd St And S Kedzie Ave,2016-2020,W 73rd St And S Kedzie Ave,None,"[41.760748, -87.702544]",None,170316611003,None
184,184,[170 -02] 37887,W 65th St And S Lawndale Ave,2016-2020,W 65th St And S Lawndale Ave,None,"[41.775104, -87.715331]",None,170316503022,None
185,185,[170 -02] 37887,W 58th St And S Halsted St,2016-2020,W 58th St And S Halsted St,None,"[41.788861, -87.645025]",None,170318347001,None
186,186,[170 -02] 37887,W 52nd St And S Kedzie Ave,2016-2020,W 52nd St And S Kedzie Ave,None,"[41.799038, -87.703717]",None,170316303001,None
187,187,[170 -02] 37887,W 107th St And S Morgan St,2016-2020,W 107th St And S Morgan St,None,"[41.699583, -87.647486]",None,170317501002,None
188,188,[170 -02] 37887,W Palatine Ave And N Natoma Ave,2016-2020,W Palatine Ave And N Natoma Ave,None,"[41.995511, -87.7919665]",None,170311002002,None
189,189,[170 -02] 37887,S Perry Ave And W Marquette Rd,2016-2020,S Perry Ave And W Marquette Rd,None,"[41.772792, -87.62837]",None,170318425001,None
190,190,[170 -02] 37887,S Kostner Ave And W 81st Pl,2016-2020,S Kostner Ave And W 81st Pl,None,"[41.7440317, -87.7311419]",None,170317003013,None
191,191,[170 -02] 37887,S Emerald Ave And W 79th St,2016-2020,S Emerald Ave And W 79th St,None,"[41.750643, -87.64284]",None,170317109001,None
192,192,[170 -02] 37887,S Ashland Ave And W 108th Pl,2016-2020,S Ashland Ave And W 108th Pl,None,"[41.696677, -87.661981]",None,170317502001,None
193,193,[170 -02] 37887,N Sheffield Ave And W Wellington Ave,2016-2020,N Sheffield Ave And W Wellington Ave,None,"[41.93627, -87.653966]",None,170310630003,None
194,194,[170 -02] 37887,N Drake Ave And W Foster Ave,2016-2020,N Drake Ave And W Foster Ave,None,"[41.975607, -87.717228]",None,170318318004,None
195,195,[170 -02] 37887,On W Polk St From S Wells St To S S Branch Chicago River,2016-2020,W Polk St And S Wells St,W Polk St And S S Branch Chicago River,"[41.8721357, -87.6335759]","[41.8701036125694, -87.7527233688817]",170318390002,170318314001
196,196,[170 -02] 37887,On W 62nd St From S Ashland Ave To S Laflin St,2016-2020,W 62nd St And S Ashland Ave,W 62nd St And S Laflin St,"[41.7813113, -87.6643563]","[41.781327, -87.661847]",170316707002,170316708002
197,197,[170 -02] 37887,S Morgan St And W 107th St,2016-2020,S Morgan St And W 107th St,None,"[41.699583, -87.647486]",None,170317501002,None
198,198,[170 -02] 37887,W Polk St And S Pulaski Rd,2016-2020,W Polk St And S Pulaski Rd,None,"[41.870952, -87.725327]",None,170312609002,None
199,199,[170 -02] 38307,On S Ada St From W 79th St To W 77th St,2016-2020,S Ada St And W 79th St,S Ada St And W 77th St,"[41.750444, -87.656992]","[41.754078, -87.657062]",170317107001,170317102005
200,200,[170 -02] 38307,On W 77th St From S Loomis Blvd To S Bishop St,2016-2020,W 77th St And S Loomis Blvd,W 77th St And S Bishop St,"[41.754071, -87.658693]","[41.754052, -87.660308]",170317103001,170317103001
201,201,[170 -02] 38307,On W 77th St From S Ada St To S Throop St,2016-2020,W 77th St And S Ada St,W 77th St And S Throop St,"[41.754078, -87.657062]","[41.7541171, -87.6554428]",170317102005,170317102005
202,202,[170 -02] 38382,On E Oakwood Blvd From S Langley Ave To S Vincennes Ave,2016-2020,E Oakwood Blvd And S Langley Ave,E Oakwood Blvd And S Vincennes Ave,"[41.822738, -87.609784]","[41.822698, -87.612877]",170313801001,170313801001
203,203,[170 -02] 38382,On S Langley Ave From E 40th St To E Oakwood Blvd,2016-2020,S Langley Ave And E 40th St,S Langley Ave And E Oakwood Blvd,"[41.821471, -87.609754]","[41.822738, -87.609784]",170313801001,170313801001
204,204,[170 -02] 38386,On W Montrose Ave From N Narragansett Ave To N Austin Ave,2016-2020,W Montrose Ave And N Narragansett Ave,W Montrose Ave And N Austin Ave,"[41.9602162, -87.786825]","[41.9603599, -87.7770283]",170311701001,170311505022
205,205,[170 -02] 38386,W Montrose Ave And N Mulligan Ave,2016-2020,W Montrose Ave And N Mulligan Ave,None,"[41.960252, -87.785553]",None,170311505021,None
206,206,[170 -02] 38386,W Montrose Ave And N Mobile Ave,2016-2020,W Montrose Ave And N Mobile Ave,None,"[41.960265, -87.784335]",None,170311505021,None
207,207,[170 -02] 38406,On S Natoma Ave From W 57th St To W 56th St,2016-2020,S Natoma Ave And W 57th St,S Natoma Ave And W 56th St,"[41.788582, -87.787736]","[41.790433, -87.787807]",170315610002,170315610002
208,208,[170 -02] 38406,On W 56th St From S Nottingham Ave To S New England Ave,2016-2020,W 56th St And S Nottingham Ave,W 56th St And S New England Ave,"[41.7902499, -87.7989121]","[41.790314, -87.793908]",170315610006,170315610004
209,209,[170 -02] 38406,On W 56th St From S Natoma Ave To S Neva Ave,2016-2020,W 56th St And S Natoma Ave,W 56th St And S Neva Ave,"[41.790433, -87.787807]","[41.7902299, -87.8001942]",170315610002,170315610006
210,210,[170 -02] 38406,On W 57th St From S Nashville Ave To S Natoma Ave,2016-2020,W 57th St And S Nashville Ave,W 57th St And S Natoma Ave,"[41.788607, -87.786485]","[41.788582, -87.787736]",170315610002,170315610002
211,211,[170 -02] 38786,On N Narragansett Ave From W Roscoe St To W Addison St,2016-2020,N Narragansett Ave And W Roscoe St,N Narragansett Ave And W Addison St,"[41.941997, -87.786173]","[41.94568, -87.786294]",170311711003,170311702002
212,212,[170 -02] 38786,W Newport Ave And N Narragansett Ave,2016-2020,W Newport Ave And N Narragansett Ave,None,"[41.94293, -87.786221]",None,170311711003,None
213,213,[170 -02] 38786,On W Cornelia Ave From N Nagle Ave To N Narragansett Ave,2016-2020,W Cornelia Ave And N Nagle Ave,W Cornelia Ave And N Narragansett Ave,"[41.943829, -87.787469]","[41.943842, -87.786262]",170311710001,170311711003
214,214,[170 -02] 38787,On N Octavia Ave From W Jarvis Ave To W Birchwood Ave,2016-2020,N Octavia Ave And W Jarvis Ave,N Octavia Ave And W Birchwood Ave,"[42.0152903, -87.8090486]","[42.017087, -87.809024]",170310901001,170310901001
215,215,[170 -02] 38787,On N Overhill Ave From W Sherwin Ave To W Birchwood Ave,2016-2020,N Overhill Ave And W Sherwin Ave,N Overhill Ave And W Birchwood Ave,"[42.0141385, -87.8188146]","[42.0168859, -87.8187884]",170310901003,170310901004
216,216,[170 -02] 38787,On W Jarvis Ave From N Ottawa Ave To N Overhill Ave,2016-2020,W Jarvis Ave And N Ottawa Ave,W Jarvis Ave And N Overhill Ave,"[42.0150712, -87.8175616]","[42.0150532, -87.8187831]",170310901003,170310901004
217,217,[170 -02] 38787,On N Ottawa Ave From W Jarvis Ave To W Chase Ave,2016-2020,N Ottawa Ave And W Jarvis Ave,N Ottawa Ave And W Chase Ave,"[42.0150712, -87.8175616]","[42.013273, -87.817587]",170310901003,170310901003
218,218,[170 -02] 38787,On W Jarvis Ave From N Oriole Ave To N Ottawa Ave,2016-2020,W Jarvis Ave And N Oriole Ave,W Jarvis Ave And N Ottawa Ave,"[42.0160414000167, -87.6692769000023]","[42.0150712, -87.8175616]",170310103004,170310901003
219,219,[170 -02] 38787,N Oriole Ave And W Birchwood Ave,2016-2020,N Oriole Ave And W Birchwood Ave,None,"[42.016936, -87.816354]",None,170310901004,None
220,220,[170 -02] 38788,On S Karlov Ave From W 62nd St To W 61st St,2016-2020,S Karlov Ave And W 62nd St,S Karlov Ave And W 61st St,"[41.780424, -87.725241]","[41.7822397, -87.7252404]",170316502002,170316502002
221,221,[170 -02] 38788,On W 61st St From S Karlov Ave To S Komensky Ave,2016-2020,W 61st St And S Karlov Ave,W 61st St And S Komensky Ave,"[41.7822397, -87.7252404]","[41.782269, -87.724089]",170316502002,170316502002
222,222,[170 -02] 38788,On W 62nd St From S Keeler Ave To S Kildare Ave,2016-2020,W 62nd St And S Keeler Ave,W 62nd St And S Kildare Ave,"[41.780395, -87.727697]","[41.78037, -87.73013]",170316502002,170316502003
223,223,[170 -02] 38788,On W 62nd St From S Komensky Ave To S Karlov Ave,2016-2020,W 62nd St And S Komensky Ave,W 62nd St And S Karlov Ave,"[41.780445, -87.724026]","[41.780424, -87.725241]",170316502002,170316502002
224,224,[170 -02] 38788,On W 61st St From S Karlov Ave To S Kedvale Ave,2016-2020,W 61st St And S Karlov Ave,W 61st St And S Kedvale Ave,"[41.7822397, -87.7252404]","[41.7822317, -87.7265278]",170316502002,170316502002
